Reaction_ID,CORDA_Score
RE1834C,3
RE1834M,3
RE1834X,3
RE1835C,3
RE1836C,-1
SCP3x,3
RE1845C,1
BAAT5x,1
RE1846C,1
RE1860E,3
RE1897C,-1
RE1898C,-1
RE1901R,-1
RE1903R,-1
RE1915C,-1
RE1916C,-1
RE1918C,-1
RE1919C,-1
RE1921C,-1
RE1923C,-1
RE1925C,-1
RE1933C,-1
RE1957R_1,3
RE1978C,-1
RE2030M,1
RE2034C,-1
RE2069C,-1
RE2078M,-1
RE2079R,-1
RE2080C,-1
RE2111M,1
RE2112C,-1
RE2112R,1
RE2122C,-1
RE2127C,-1
RE2130C,-1
RE2147C,1
RE2154C,-1
RE2155C,-1
RE2223M,1
RE2235C,-1
RE2235R,3
RE2240C,-1
RE2269E,1
RE2270E,3
RE2273E,3
RE2296C,-1
RE2304E,1
RE2327C,-1
RE2346C,-1
RE2349C,1
RE2386C,-1
RE2404C,1
RE2405C,1
RE2407C,-1
RE2410C,-1
RE2426C,-1
RE2427M,1
RE2428M,1
RE2429M,1
RE2439C,-1
RE2445E,3
RE2514E,3
RE2526C,-1
RE2541C,3
RE2541E,3
RE2562C,-1
RE2563C,-1
RE2605C,-1
RE2624M,3
RE2624X,3
RE2625C,-1
RE2625M,3
RE2626C,-1
RE2626M,3
RE2635C,-1
RE2635R,2
RE2636C,-1
RE2636R,1
RE2637C,1
RE2637X,1
RE2638C,1
RE2640C,3
RE2644C,3
RE2649C,3
RE2649M,3
RE2651R,-1
RE2655R,-1
RE2658C,-1
RE2658R,-1
RE2659R,-1
RE2660C,-1
RE2660N,3
RE2666C_1,-1
B3GNT38g,3
RE2675C_1,-1
RE2677C_1,-1
RE2677E_1,-1
RE2677G_1,-1
RE2677N_1,-1
RE2677R_1,3
RE2705C,-1
RE2717L,3
RE2759X,3
RE2766C,1
RE2799C,-1
RE2814M,-1
RE2814R,-1
RE2888C_1,3
RE2898C,-1
RE2912M,3
RE2948C,-1
PYK6,1
RE2958C,-1
RE2972M_1,3
RE2973N_1,3
RE2974N_1,-1
RE2985M,3
RE2985X,3
RE2986X,3
RE2987X,3
RE2988X,2
RE2989X,2
RE2990X,3
RE2991X,3
RE2992M,3
RE2992X,3
RE2993X,3
RE2994X,3
RE2996X,3
RE2997X,3
RE2998M,3
RE2999M,3
RE3000M,3
RE3001M,3
RE3002X,3
RE3003M,3
RE3004M,3
RE3005M,3
RE3006M,3
RE3010C,3
RE3010M,3
RE3010X,3
RE3011M,3
RE3011R,-1
RE3012C,3
RE3012M,3
RE3012R,3
RE3013C,-1
RE3014R,3
RE3015R,3
RE3016R,-1
RE3017R,-1
RE3033C,-1
RE3036C,1
RE3038C,3
RE3040C,3
RE3041C,1
RE3044C,-1
RE3050R,-1
RE3051C,-1
RE3052C,-1
RE3076X,-1
RE3074X,3
RE3079X,3
RE3081X,3
RE3082X,3
RE3086X,3
RE3095C,3
RE3103C,3
RE3104C,-1
RE3106C,-1
RE3108C,-1
RE3110C,3
RE3112C,-1
RE3113C,-1
RE3114R,3
RE3119C,-1
RE3120C,3
RE3121C,-1
RE3122C,-1
RE3132R,3
RE3134C,3
CHLSTD78I,3
RE3146R,3
RE3151C,3
RE3152C,-1
RE3153C,-1
RE3154C,-1
RE3156X,3
RE3157X,3
RE3158X,2
RE3159X,3
RE3160R,3
RE3161C,3
RE3162C,-1
RE3163C,-1
RE3164C,-1
RE3165C,3
RE3166C,-1
RE3167C,-1
RE3168C,-1
RE3169C,-1
RE3170C,3
RE3171C,-1
RE3172C,-1
RE3173C,-1
RE3174C,3
RE3175C,-1
RE3176C,-1
RE3177M,3
RE3178M,3
RE3179M,3
RE3180C,-1
RE3181C,-1
RE3185M,3
RE3186M,3
RE3189M,3
RE3190M,3
RE3191M,3
RE3192M,3
RE3193M,3
RE3194M,3
RE3195M,3
RE3198C,-1
RE3201C,-1
RE3218C,1
RE3220C,1
RE3224C,3
RE3225C,3
RE3226C,3
RE3227C,-1
RE3228C,-1
RE3229C,-1
RE3230C,-1
RE3231C,-1
RE3232C,-1
RE3234C,-1
RE3235C,-1
RE3236C,-1
RE3237C,-1
RE3238C,-1
RE3239C,-1
RE3241C,3
RE3242C,-1
RE3243C,-1
RE3244C,-1
FACOAE181,-1
RE3247M,3
RE3247X,3
RE3251C,-1
RE3251M,3
RE3252C,-1
RE3258C,3
RE3259C,3
RE3267E,-1
RE3268R_1,1
PI35P3P,3
PI3PP,-1
PI4P4Pn,-1
RE3273C_1,3
RE3273R_1,3
RE3286C,-1
RE3287C,-1
RE3288C,-1
RE3289C,-1
RE3301C_1,3
RE3307C,3
RE3346C,3
RE3346M,3
FADRx,-1
RE3352C,-1
RE3367E,1
RE3381C,3
RE3381E,3
RE3411C_1,-1
RE3413C,-1
RE3417C_1,-1
RE3420C_1,-1
RE3421R,-1
RE3422C,-1
RE3423C,-1
RE3430C_1,3
RE3430M,-1
RE3430X,-1
RE3431C,-1
RE3432C,3
RE3432M,3
RE3432X,3
RE3434C,-1
RE3435C,-1
RE3436C,-1
RE3437C,-1
RE3470C,3
RE3470M,3
RE3475C,-1
RE3476C,3
RE3476M,3
RE3485C,-1
RE3486C,-1
RE3488C,-1
RE3488R,3
RE3490C,-1
RE3491C,-1
RE3493C,-1
RE3496C,-1
RE3513C,-1
RE3513R,-1
RE3520E,3
RE3524R,-1
RE3525C,1
RE3525M,-1
RE3525R,-1
RE3526C,1
RE3526M,-1
RE3556C,-1
RE3565C,-1
RE3566C,-1
RE3567C,-1
RE3568C,-1
RE3570C,-1
RE3587C,-1
RE3597C,3
RE3597M,3
RE3597X,3
RE3624M,3
RE3626M,3
RE3628M,3
RE3629C,-1
RE3630C,-1
RE3637C,-1
EX_prostgh2_e,-1
EX_prostgi2_e,-1
EX_cdp_e,-1
EX_dtdp_e,-1
EX_HC00955_e,-1
EX_HC00004_e,-1
EX_citr__L_e,-1
EX_C02470_e,-1
EX_HC00822_e,-1
EX_C02528_e,-1
EX_HC02192_e,-1
EX_HC02193_e,-1
EX_HC02195_e,-1
EX_HC02196_e,-1
EX_HC02220_e,-1
EX_HC02191_e,-1
EX_HC02194_e,-1
EX_HC02197_e,-1
EX_HC02198_e,-1
EX_HC02187_e,-1
EX_HC02180_e,-1
EX_HC02202_e,-1
EX_HC02203_e,-1
EX_HC02204_e,-1
EX_HC02205_e,-1
EX_HC02206_e,-1
EX_HC02207_e,-1
EX_HC02213_e,-1
EX_HC02217_e,-1
EX_malcoa_e,-1
EX_arachcoa_e,-1
EX_coa_e,-1
EX_CE2250_e,-1
EX_CE1935_e,-1
EX_CE1940_e,-1
EX_CE1943_e,-1
EX_CE1936_e,-1
EX_CE1939_e,-1
EX_maltpt_e,-1
EX_CE2915_e,-1
EX_CE4722_e,-1
EX_CE2916_e,-1
EX_CE4723_e,-1
EX_CE2917_e,-1
EX_CE4724_e,-1
EX_malthp_e,-1
EX_CE2839_e,-1
EX_CE2838_e,-1
EX_CE1950_e,-1
EX_cynt_e,-1
EX_23cump_e,-1
EX_3ump_e,-1
EX_CE5786_e,-1
EX_CE5788_e,-1
EX_CE5789_e,-1
EX_CE5797_e,-1
EX_CE5798_e,-1
EX_CE5787_e,-1
EX_CE5791_e,-1
EX_CE5867_e,-1
EX_CE5868_e,-1
EX_CE5869_e,-1
EX_CE4633_e,-1
EX_CE4881_e,-1
EX_CE5854_e,-1
EX_CE1926_e,-1
EX_udpgal_e,-1
EX_crm_hs_e,-1
EX_galside_hs_e,-1
EX_CE0074_e,-1
EX_cdpea_e,-1
EX_12dgr120_e,-1
EX_CE5853_e,-1
EX_CE1925_e,-1
EX_C04849_e,-1
CITt4_4,3
GLYt7_311_r,3
HCO3_NAt,3
INSTt4_2,2
PIt8,3
PIt9,1
PROt4_2_r,3
HSD17B3r,1
BIOMASS_reaction,3
2MB2COAc,3
3HBCOARc,3
ADPACDAc,-1
ADPACTD,-1
ADPCOACROT,3
ADPCOAPTE,3
BCRNe,-1
C100CPT1,3
SK_c101coa_c,-1
C101CPT1,3
C101CRNe,-1
C102CPT1,3
C10CRNe,-1
C10DCCACT,3
C10DCc,3
C10DCe,-1
C10OHc,3
C120CPT1,3
C121CPT1,3
C12DCACOT,3
C12DCACT,-1
C12DCTD,-1
C12DCe,-1
C12OHc,3
TTDCPT1,3
C141ACBP,3
C141CPT1,3
C141OHc,3
C141OHe,-1
C142ACBP,3
C142CPT1,3
C142OHc,3
C142OHe,-1
C14OHc,3
C161OHc,3
C162ACBP,3
C162OHc,3
C162OHe,-1
C16DCc,3
C16DCe,-1
C16OHc,3
FA160COAabcp_1,3
C181OHc,3
C182OHc,3
C18OHc,3
ACRNtp,3
C30CPT1,3
C3DCe,-1
C40CPT1,3
C4CRNCPT2,3
C4CRNe,-1
C4DCCACT,3
C4DCe,-1
C4OHc,3
C4tcx,3
C4tmc,3
C4x,3
C50CPT1,3
C51CPT1,3
C5DCe,-1
C60CPT1,3
C6COAt,3
C6CRNe,-1
C6CRNtcx,3
C6DCCACT,3
C6DCc,3
C6DCe,-1
C80CPT1,3
SK_c81coa_c,-1
C81CPT1,3
C81CRNe,-1
C8CRNe,-1
C8DCc,3
C8DCe,-1
C9BRxtc,3
DCATDc,3
DCATDr,-1
DCSPTN1COAtxc,3
SK_dd2coa_c,-1
DDCRNe,-1
DDECCRNe,-1
DDECE1CRNe,-1
DECCRNe,-1
SK_decdicoa_c,-1
DECDICRNe,-1
DOCO13ECOAtxc,3
DOCO13EFATP,3
DOCOSACT,3
DOCOSACTDe,-1
DOCOSACTDr,-1
DOCOSADIACTD,-1
DOCOSCOAtxc,3
DOCOSDIACTD,-1
EX_3bcrn_e,-1
EX_3ddcrn_e,-1
EX_3deccrn_e,-1
EX_3hdececrn_e,-1
EX_3hexdcrn_e,-1
EX_3ivcrn_e,-1
EX_3octdec2crn_e,-1
EX_3octdeccrn_e,-1
EX_3octdece1crn_e,-1
EX_3tdcrn_e,-1
EX_3tetd7ecoacrn_e,-1
EX_3thexddcoacrn_e,-1
EX_3ttetddcoacrn_e,-1
EX_c101crn_e,-1
EX_c10crn_e,-1
EX_c10dc_e,-1
EX_c12dc_e,-1
EX_c16dc_e,-1
EX_c3dc_e,-1
EX_c4crn_e,-1
EX_c4dc_e,-1
EX_c51crn_e,-1
EX_c5dc_e,-1
EX_c6crn_e,-1
EX_c6dc_e,-1
EX_c81crn_e,-1
EX_c8crn_e,-1
EX_c8dc_e,-1
EX_ddece1crn_e,-1
EX_ddeccrn_e,-1
EX_decdicrn_e,-1
EX_doco13ac_e,-1
EX_docosac_e,-1
EX_docosdiac_e,-1
EX_ivcrn_e,-1
EX_tetdec2crn_e,-1
EX_tetdece1crn_e,-1
EX_dca_e,-1
FAOXC101C102m,3
FAOXC101C102x,3
FAOXC101C8m,3
FAOXC101C8x,2
FAOXC101x,3
FAOXC102C101m,3
FAOXC102C101x,3
FAOXC102C103m,3
FAOXC102C103x,3
FAOXC102C81m,3
FAOXC102C81x,2
FAOXC102m,3
FAOXC102x,3
FAOXC103C102m,3
FAOXC103C102x,3
FAOXC10C10OHm,3
FAOXC10080m,3
FAOXC10080x,2
FAOXC10DCC8DCx,2
FAOXC11BRC9BRx,2
FAOXC11C9m,3
FAOXC121C101m,3
FAOXC121C10x,2
FAOXC121x,3
FAOXC122C101m,3
FAOXC122m,3
FAOXC122x,3
FAOXC123C102m,3
FAOXC123C102x,2
FAOXC123m,3
FAOXC123x,3
FAOXC120100m,3
FAOXC120100x,2
FAOXC12C12OHm,3
FAOXC12DCC10DCx,2
FAOXC12DCTc,3
FAOXC12DCc,3
FAOXC12DCx,3
FAOXC13BRC11BRx,2
FAOXC13C11m,3
FAOXC141C121m,3
FAOXC141C121x,2
FAOXC141C141OHm,3
FAOXC142C122m,3
FAOXC142C122x,2
FAOXC142C142OHm,3
FAOXC143C123m,3
FAOXC143C123x,2
FAOXC140120m,3
FAOXC140120x,2
FAOXC14C14OHm,3
FAOXC14DCC12DCx,2
FAOXC15ATPx,3
FAOXC15BRC13BRx,2
FAOXC15C13m,3
FAOXC15NADPx,3
FAOXC15NADx,3
FAOXC161C141m,3
FAOXC161C141x,2
FAOXC161C161OHm,3
FAOXC162C142m,3
FAOXC162C162OHm,3
FAOXC163C142x,2
FAOXC163C143m,3
FAOXC163C164Gm,3
FAOXC163C164x,3
FAOXC163GC142m,3
FAOXC163Gm,3
FAOXC163x,3
FAOXC164C143m,3
FAOXC164C143x,2
FAOXC164C163x,3
FAOXC164C165m,3
FAOXC164C165x,3
FAOXC164GC163m,3
FAOXC164m,3
FAOXC164x,3
FAOXC165C164m,3
FAOXC165C164x,3
FAOXC16Brx,3
FAOXC160140m,3
FAOXC160140x,2
FAOXC16C16OHm,3
FAOXC16DCC14DCx,2
FAOXC16DCr,3
FAOXC16OHC16r,1
FAOXC170150m,3
FAOXC181C161m,3
FAOXC181C161x,2
FAOXC181C181OHm,3
FAOXC182C162m,3
FAOXC182C182OHm,3
FAOXC183C163Gm,3
FAOXC183C163m,3
FAOXC184C163m,3
FAOXC184C163x,2
FAOXC184C164m,3
FAOXC184C164x,2
FAOXC184m,3
FAOXC184x,3
FAOXC185C164m,3
FAOXC185m,3
FAOXC18C18OHm,3
FAOXC201C181x,2
FAOXC204C184m,3
FAOXC204C205x,3
FAOXC205C184x,2
FAOXC205C185m,3
FAOXC221C201x,2
FAOXC225C204m,3
FAOXC225C204x,2
FAOXC225C226m,3
FAOXC225C226x,3
FAOXC225m,3
FAOXC225x,3
FAOXC226C205m,3
FAOXC226C225m,3
FAOXC226C225x,3
FAOXC226C227m,3
FAOXC226m,3
FAOXC227C226m,3
FAOXC22C20x,2
FAOXC22C22DCHYr,1
FAOXC22OHC22r,1
FAOXC241C221x,2
FAOXC24C22x,2
FAOXC3DC,3
FAOXC4020m,3
FAOXC4C4DCc,3
FAOXC5C3x,3
FAOXC5C5DCc,3
FAOXC5C5OHm,-1
FAOXC5OHc,3
FAOXC61C4m,3
FAOXC61C4x,2
FAOXC61m,3
FAOXC61x,3
FAOXC6C4m,3
FAOXC6C4x,2
FAOXC6DCC4DCx,2
FAOXC7C5m,3
FAOXC81C61m,3
FAOXC81C61x,2
FAOXC8C6m,3
FAOXC8C6x,2
FAOXC8DCC6DCx,2
FAOXC9C7m,3
FAOXMC10OHMC10r,1
FAOXOHC16C16DCc,3
FAOXOHC22C22DCc,3
FAOXOHMC10DC10c,3
FAOXTC101TC102m,3
FAOXTC102C101m,3
FAOXTC122TC101m,3
FAOXTC122m,3
FAOXTC142TC122m,3
FAOXTC162TC142m,3
FAOXTC182TC162m,3
FOAXC122C101x,2
GLUTCOAACBP,3
HDCACBP,3
HDDACBP,3
HDECAACBP,3
HDECEACBP,3
HEDCECRNe,-1
HEXCOAACBP,3
HEXDCRNe,-1
HEXDIACtr,-1
HEXDICOAACBP,3
HEXDICOAACBPx,3
HIVCACBP,3
HIVCRNe,-1
HOCDACBP,3
HOCTDACBP,3
HOCTDEC2CRNe,-1
HOCTDECCRNe,-1
HTDCACBP,3
HTDCRNe,-1
IVCOAACBP,3
IVCRNe,-1
LGNCCOAtcx_1,3
NRVNCCOAtxc,3
OCD11COACPT1_1,3
OCD11CRNCACT,3
OCD11CRNCPT2_1,3
OCT11EFATP_1,3
OCTDEC2ACBP,3
OCTDECCACT,3
OCTDECCPT1,3
OCTDECCPT2,3
OCTDECE1CRNe,-1
SK_octdececoa_c,-1
OMHDEACIDTD,-1
OMHDOCOSACTD,-1
OMHPALTD,-1
PRISTCOAtcx,3
SBCOAACOTx,3
SCP21cx,3
SEBACACT,-1
SEBACIDTD,-1
SEBCOACROT,3
SEBCOAPET,3
STCOATxc,3
STRDNCCOAtxc,3
SUBEACTD,-1
SUBERCACT,3
SUBERCROT,3
SUBERICACT,-1
SUCCACT,-1
SUCCCROT,3
SUCCOAPET,3
TDCRNe,-1
SK_tetdec2coa_c,-1
TETDEC2CRNe,-1
SK_tetdece1coa_c,-1
TETDECE1CRNe,-1
TIGCRNe,-1
34DHPHELAT1tc,3
4OHPROIMINOtc,1
ALAALACNc,3
ALAALAPEPT1tc,1
ALAATB0tc,1
ALAyLATthc,3
ARGATB0tc,1
ASCBSVCTtc,3
ASNATB0tc,1
BALABETAtc,3
BALAt2r,3
BGLUGCHe,-1
BGLUTCHLe,-1
BGLUTDECHOe,-1
BTNTe,-1
CARPEPT1tc,1
CYSATB0tc,1
CYSSNAT5tc,3
CYSTALArBATtc,1
CYSTLEUrBATtc,1
FOLt,3
GALSGLT1le,2
GLCSGLT1le,2
GLNATB0tc,1
GLNyLATthc,3
GLYGLYCNc,3
GLYGLYPEPT1tc,1
GLYPHEPEPT1tc,1
GLYPROPEPT1tc,1
GLYSARCNc,3
GLYSARPEPT1tc,1
GLYSNAT5tc,3
GUMDCHAe,-1
GUMGCHLe,-1
GUMTCHOLe,-1
HISSNAT5tc,3
HISyLATtc,3
HISyLATthc,3
HPETFABP1tc,1
ILEATB0tc,1
LEUATB0tc,1
LEUGLYPEPT1tc,1
LEULEULAPc,3
LEULEUPEPT1tc,1
LEUyLAThtc,3
LINOFATPtc,3
LYSATB0tc,1
METATB0tc,1
METyLATthc,3
NACHORCTL3le,1
OCDEAFABP1tc,1
OLEICFATPtc,3
ORNALArBATtc,1
ORNLEUrBATtc,1
PALFATPtc,3
PCHOLHSTDe_1,-1
PECDCHe,-1
PECGCHLe,-1
PECTCHLe,-1
PEHSFABPe,1
PHEATB0tc,1
PHEyLATthc,3
PMTCOAFABP1tc_1,1
PNTOte,-1
PROGLYPEPT1tc,1
AMPTASEPG,3
PROIMINOtc,1
PSYGCHe,-1
PSYTCHe,-1
PSYTDECHe,-1
SBT_Dt,-1
SERATB0tc,1
TAUBETAtc,3
TAUPAT1c,3
THMATPe,-1
THRATB0tc,1
TRPATB0tc,1
TYRATB0tc,1
VALATB0tc,1
VITEtl,3
VITKtl,-1
1a25DHVITD3TRn,-1
25HVITD3c,1
3AIB_Dtm,-1
3HCO3_NAt,3
4ABUTtcn,-1
4HPROLTASCT1,3
5MTHFt2,-1
ADNK3,-1
ADNK4,-1
ADNt5,1
AHCYStm,-1
ALA_DTDe,-1
AMETtm,-1
ARACHFATPc,-1
ASPDTDe,-1
ASPPROASCT1,3
ASPte,-1
BIDGLCURr,1
BTNt3i,3
CHOLESACATc_1,3
CHOLESTle_1,3
CHSTEROLtrc,-1
CRNtp,-1
CYSAMOe,-1
CYTDt5,1
Coqe,-1
DATPtm_cho,-1
DCTPtm_cho,-1
DGTPtm_cho,-1
DHAPtm,-1
DM_1a25dhvitd3_n,-1
DM_4abut_n,-1
DM_5HPET_r,-1
DM_taur_c,-1
DM_pe_hs_r,-1
DM_pmtcoa_r,-1
DPCOAPPe,-1
DPMVD,3
DSREDUCr,3
DTMPKm,3
DTTPtm_cho,-1
EX_4hpro_LT_e,-1
EX_alaala_e,-1
EX_bglc_e,-1
EX_carn_e,-1
EX_dchac_e,-1
EX_glgchlo_e,-1
EX_gltcho_e,-1
EX_gltdechol_e,-1
EX_glygly_e,-1
EX_glysar_e,-1
EX_gum_e,-1
EX_gumdchac_e,-1
EX_gumgchol_e,-1
EX_gumtchol_e,-1
EX_leugly_e,-1
EX_leuleu_e,-1
EX_pect_e,-1
EX_pectindchac_e,-1
EX_pectingchol_e,-1
EX_pectintchol_e,-1
EX_psyl_e,-1
EX_psylchol_e,-1
EX_psyltchol_e,-1
EX_psyltdechol_e,-1
EX_slfcys_e,-1
EX_tdechola_e,-1
EX_cysam_e,-1
EX_dpcoa_e,-1
EX_fmn_e,-1
EX_hyptaur_e,-1
EX_oh1_e,-1
EX_pan4p_e,-1
EX_ptth_e,-1
EX_q10_e,-1
EX_q10h2_e,-1
FADDPle,3
FADH2ETC,3
FE2DMT1,3
FE3t,3
ACP1e,3
FOLt2,-1
FRDPtcr,-1
G6PDH2c,3
GLU5SAtmc,-1
GLUPROASCT1,3
G3PDm,-1
GLYCt,-1
GNDc,3
GSNt5,1
HYPTROXe,-1
INSK,-1
INSt5,1
IPDDI,3
Kt3r,-1
LACLt,-1
LAPCOAe,-1
LEUGLYHYc,-1
MAL_Ltx,-1
MDHp,-1
MEVK1,3
MTHFR3,3
NADtm,-1
NADtx,-1
OCDCAFATPc,-1
P5CR,3
PAN4PPe,-1
PGLc,3
PHEMEt,3
PMEVK,3
PNTEHe,-1
PNTOt5,3
PPItm,-1
PRO_Dtde,-1
PTRCtex2,-1
PTPATe,-1
Q10H2e,-1
RPEc,3
RTOTAL2FATPc,3
RTOTALFATPc,3
SFCYSc,-1
SFCYSe,-1
SK_5HPET_c,-1
SPRMti,1
TAURt,-1
THMDt5,1
TTDCAFATPc,-1
URIt5,1
q10h2tc,-1
q10tm,-1
34HPPte,-1
3MOBte,-1
3MOPt,-1
4HPRO_LTte,-1
4MOPte,-1
5MTAte,-1
5OXPROt,-1
AHCYSte,-1
AICARte,-1
ANTHte,-1
CBASPte,-1
DM_4hpro_LT_m,-1
DM_Lcystin_c,-1
DM_anth_c,-1
DM_fol_c,-1
DM_ncam_c,-1
DM_pnto__R_c,-1
EX_34hpp_e,-1
EX_3mob_e,-1
EX_3mop_e,-1
EX_4mop_e,-1
EX_5mta_e,-1
EX_5oxpro_e,-1
EX_ahcys_e,-1
EX_aicar_e,-1
EX_anth_e,-1
EX_cbasp_e,-1
MALt,-1
OROTGLUt,1
IDOURte,-1
EX_idour_e,-1
5HOXINDOAtr,2
GLYALDtr,-1
PEPtr,-1
GUDACtr,-1
GUDACtr2,-1
LKYNRtr,3
LKYNRtr2,3
LKYNRtr3,1
BALAPAT1tc2,-1
BALABETAtc2,-1
CALAtr,-1
CRTNtr,-1
KYNATEtr,3
KYNATEtr2,-1
3ANTHRNtr,-1
HKYNRtr,3
QULNtr,3
2PGtr,-1
CARNtr,-1
CHOLPtr,-1
CYST_Ltr,-1
DCMPtr,-1
DHAPtr,-1
DMGLYtr,-1
ETHAMPtr,-1
FUMtr,-1
G3PCt,-1
GLCURtr,-1
ICITtr,-1
L2AADPtr,-1
XANt,-1
XMPtr,-1
XTSNtr,-1
3PGtr,-1
UDPGLCURtr,-1
IMPtr,-1
GLYC3tr,-1
NICRNtr,-1
OROT5Ptr,-1
EX_2pg_e,-1
EX_5hoxindoa_e,-1
EX_cala_e,-1
EX_cholp_e,-1
EX_crtn_e,-1
EX_cyst__L_e,-1
EX_dcmp_e,-1
EX_dmgly_e,-1
EX_ethamp_e,-1
EX_g3pc_e,-1
EX_glyald_e,-1
EX_gudac_e,-1
EX_hcys__L_e,-1
EX_icit_e,-1
EX_kynate_e,-1
EX_L2aadp_e,-1
EX_Lkynr_e,-1
EX_pep_e,-1
EX_quln_e,-1
EX_xmp_e,-1
EX_xtsn_e,-1
EX_3pg_e,-1
EX_3hanthrn_e,-1
EX_udpglcur_e,-1
EX_hLkynr_e,-1
EX_nicrnt_e,-1
EX_orot5p_e,-1
EX_glyc3p_e,-1
ALAB0AT3tc,1
ALAPAT4te,3
ARACHDFATPtc,3
ARGB0AT3tc,1
ASNB0AT3tc,1
BETBGTtc,3
BUTSMCT1,1
Clt,1
CRNATBtc,1
CYSB0AT3tc,1
DHEASABCCte,3
DOPAENT4tc,3
ESTRAABCtc,3
ESTROSABCCte,3
ESTRSABCtc,3
FOLABCCte,3
FOLOAT1tc,3
FOLOAT2tc,3
FOLOATPtc,3
GABABGTtc,3
GLNB0AT3tc,1
GLUB0AT3tc,1
GLYB0AT3tc,1
GSNt2,1
H2OGLYAQPt,3
ILEB0AT3tc,1
LEUB0AT3tc,1
LEUKABCtc,3
LGNCFATPtc,3
METB0AT3tc,1
NACSMCTte,1
PGLYCABCte,3
PHEB0AT3tc,1
PHEMEABCte,3
PPASMCT1,1
PROPAT4te,3
PSHSABCtc,3
PYRSMCT1,1
RETABCtc,3
SERB0AT3tc,1
SRTNENT4tc,3
TCHOLABCtc,3
TRPB0AT3tc,1
TYRB0AT3tc,1
VALB0AT3tc,1
CAMPt,3
CGMPt,3
FRUt4,1
GALt4,3
GCHOLAt3,2
GLCt4,3
MANt4,1
RIBFLVt3o,1
TCHOLAt3,2
TRPt,3
Kt1,3
CHSTEROLt,3
RETt,3
AVITE1t,1
r0963,3
L_LACt4r,1
GLYCLm,3
ARGSUCte,-1
ACRNte,3
PCRNte,3
LNELDCCRNte,3
ODECRNte,3
STCRNte,3
PMTCRNte,3
HDCECRNte,3
EX_argsuc_e,-1
EX_acrn_e,-1
EX_pcrn_e,-1
EX_lneldccrn_e,-1
EX_odecrn_e,-1
EX_stcrn_e,-1
EX_pmtcrn_e,-1
EX_hdcecrn_e,-1
DM_ascb__L_c,-1
PCREATte,-1
HC00342te,-1
BGLYte,-1
15KPROSTGF2c,3
ADPOHc,-1
PHLAC,-1
AND19ONEc,3
C14825c,3
DESAT14_9,3
21HPRGNLONE,1
3MHISc,-1
HMCRNc,-1
PHACGLYc,-1
LCAT10e,3
LCAT11e,3
LCAT12e,3
LCAT13e,3
LCAT14e,3
LCAT54e,3
LCAT55e,3
LCAT15e,3
LCAT16e,3
LCAT17e,3
LCAT18e,3
LCAT19e,3
LCAT20e,3
LCAT21e,3
LCAT22e,3
LCAT23e,3
LCAT25e,3
LCAT27e,3
LCAT29e,3
LCAT2e,3
LCAT30e,3
LCAT31e,3
LCAT32e,3
LCAT33e,3
LCAT34e,3
LCAT35e,3
LCAT36e,3
LCAT37e,3
LCAT38e,3
LCAT39e,3
LCAT3e,3
LCAT40e,3
LCAT41e,3
LCAT42e,3
LCAT43e,3
LCAT44e,3
LCAT45e,3
LCAT56e,3
LCAT46e,3
LCAT47e,3
LCAT48e,3
LCAT49e,3
LCAT4e,3
LCAT50e,3
LCAT51e,3
LCAT52e,3
LCAT53e,3
LCAT57e,3
LCAT5e,3
LCAT6e,3
LCAT7e,3
LCAT8e,3
LCAT9e,3
SMS1,3
SMS10,3
SMS11,3
SMS12,3
SMS16,3
SMS13,3
SMS14,3
SMS15,3
SMS2,3
SMS3,3
SMS4,3
SMS5,3
SMS6,3
SMS7,3
SMS8,3
SMS9,3
XOLEST183CEH,3
XOLEST182CEH,3
XOLEST205CEH,3
XOLEST226CEH,3
MAGLINL_HSe,3
MAGOLE_HSe,3
LPS5e,3
LPS6e,3
LPS7e,3
PCHOLMYR_HSPLA2,3
PCHOLOLE_HSPLA2,3
PEOLE_HSPLA2,3
PCHOLPALME_HSPLA2,3
PCHOLPALM_HSPLA2,3
PEPALM_HSPLA2,3
PAILPALM_HSPLA2,3
PCHOLSTE_HSPLA2,3
PCHOL2LINL_HSPLA2,3
PE2LINL_HSPLA2,3
PCHOL2OLE_HSPLA2,3
PCHOL2PALM_HSPLA2,3
PCHOL2STE_HSPLA2,3
PCHOLN15_HSPLA2,3
PCHOLAR_HSPLA2,3
PCHOLN183_HSPLA2,3
PCHOLN1836_HSPLA2,3
PCHOLN19_HSPLA2,3
PCHOLN201_HSPLA2,3
PCHOLN204_HSPLA2,3
PCHOLN205_HSPLA2,3
PCHOLN224_HSPLA2,3
PCHOLN225_HSPLA2,3
PCHOLN2254_HSPLA2,3
PCHOLN226_HSPLA2,3
PEAR_HSPLA2,3
PE203_HSPLA2,3
PE226_HSPLA2,3
PE224_HSPLA2,3
PEDH203_HSPLA2,3
PEDH12_HSPLA2,3
PEDH14_HSPLA2,3
PEDH161_HSPLA2,3
PEDH13_HSPLA2,3
PEDH15_HSPLA2,3
PEDH17_HSPLA2,3
PCHOLN203_HSPLA2,3
PAILAR_HSPLA2,3
PCHOLN24_HSPLA2,3
PCHOLN261_HSPLA2,3
PCHOLN281_HSPLA2,3
PCHOLN28_HSPLA2,3
PCHOLDOC_HSPLA2,3
PCHOLDEIC_HSPLA2,3
PCHOLDET_HSPLA2,3
PCHOLHEP_HSPLA2,3
