"Gene_ID","ubiquity_score_25","ubiquity_score_30","ubiquity_score_50","ubiquity_score_75","ubiquity_score_90"
57738,1,0.98989898989899,0.676767676767677,0.101010101010101,0
12642,0.000203224495325837,6.77414984419455e-05,0,0,0
12647,0.353535353535354,0.242424242424242,0.0404040404040404,0,0
237928,0.00257417694079393,0.00162579596260669,0.000270965993767782,0.000203224495325837,0
13026,1,1,0.929292929292929,0.313131313131313,0
236899,0.00670640834575261,0.00663866684731066,0.00636770085354288,0.00182902045793253,0.000135482996883891
108096,0.0707070707070707,0.0505050505050505,0,0,0
20493,0.0606060606060606,0.0505050505050505,0.0101010101010101,0,0
20494,0,0,0,0,0
27413,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0
218865,0.00575802736756537,0.00447093889716841,0.000203224495325837,0,0
12651,0.00399674840807479,0.00379352391274895,0.00250643544235198,0.000203224495325837,0
12660,1,1,0.98989898989899,0.484848484848485,0.0101010101010101
63993,0.00365804091586506,0.00318385042677144,0.000745156482861401,6.77414984419455e-05,0
20518,0.000270965993767782,0,0,0,0
20520,1,0.919191919191919,0.0606060606060606,0,0
54200,0.818181818181818,0.464646464646465,0.0606060606060606,0,0
59045,0.00670640834575261,0.00670640834575261,0.00521609538002981,0,0
11303,0.00657092534886872,0.00650318385042677,0.0053515783769137,0.00257417694079393,0.000406448990651673
81600,0,0,0,0,0
67729,0.00562254437068148,0.00494512938626202,0.000406448990651673,0,0
71884,6.77414984419455e-05,0,0,0,0
20500,0,0,0,0,0
13358,1,1,0.898989898989899,0.343434343434343,0.0101010101010101
12716,1,1,1,0.97979797979798,0.838383838383838
76722,0,0,0,0,0
12709,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00670640834575261
12715,0,0,0,0,0
23985,0.0029806259314456,0.00230321094702615,0.000541931987535564,6.77414984419455e-05,0
171429,0.00596125186289121,0.00528383687847175,0,0,0
66586,1,1,0.888888888888889,0.151515151515152,0.0404040404040404
24060,0.00670640834575261,0.00670640834575261,0.00325159192521339,0.000812897981303346,6.77414984419455e-05
12764,1,1,1,0.93939393939394,0.404040404040404
73132,0.00670640834575261,0.00670640834575261,0.00636770085354288,0.0014903129657228,0
436059,0,0,0,0,0
230027,0.00670640834575261,0.00670640834575261,0.00480964638937813,0.000474190489093619,0
217707,1,1,0.303030303030303,0.0101010101010101,0
12850,0.00670640834575261,0.00670640834575261,0.00528383687847175,0.00121934697195502,0.000474190489093619
72077,0.0202020202020202,0,0,0,0
14537,0.818181818181818,0.333333333333333,0.101010101010101,0,0
218476,0.00494512938626202,0.00338707492209728,0.000406448990651673,0,0
272411,0.0404040404040404,0.0303030303030303,0,0,0
102857,0.00670640834575261,0.00670640834575261,0.00569028586912342,0.00453868039561035,0.00115160547351307
12908,1,1,0.94949494949495,0.0606060606060606,0
30805,0.00643544235198483,0.00629995935510093,0.0014903129657228,0,0
12974,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00663866684731066
74114,1,1,0.929292929292929,0.171717171717172,0.0101010101010101
20539,0.00670640834575261,0.00657092534886872,0.00589351036444926,0.00433545590028451,0.000406448990651673
50934,0.00670640834575261,0.00670640834575261,0.00629995935510093,0.0029806259314456,0
12583,0.00670640834575261,0.00663866684731066,0.00501287088470397,0.00121934697195502,0.000135482996883891
215113,0.00670640834575261,0.00670640834575261,0.00596125186289121,0.00392900690963284,0.000880639479745292
26570,0.00670640834575261,0.00670640834575261,0.0060967348597751,0.0029806259314456,0.000270965993767782
72269,0.383838383838384,0.262626262626263,0,0,0
11628,0,0,0,0,0
80914,0.00670640834575261,0.00670640834575261,0.00365804091586506,0.000203224495325837,0
22245,1,1,0.98989898989899,0.0808080808080808,0
66588,1,1,1,0.888888888888889,0.333333333333333
22169,0.00670640834575261,0.00670640834575261,0.0060967348597751,0,0
320127,0.98989898989899,0.97979797979798,0.666666666666667,0.0808080808080808,0.0404040404040404
217480,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00602899336133315,0.00318385042677144
104418,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00636770085354288,0.00562254437068148
380921,0.00670640834575261,0.00663866684731066,0.0046064218940523,0.00270965993767782,0.000880639479745292
110197,1,1,1,0.565656565656566,0.232323232323232
227333,1,1,0.96969696969697,0.787878787878788,0.242424242424242
13139,0.98989898989899,0.96969696969697,0.101010101010101,0,0
56077,0.00670640834575261,0.00670640834575261,0.00663866684731066,0.00467416339249424,0.00142257146728086
110524,1,1,0.94949494949495,0.111111111111111,0
13142,0.00135482996883891,0.00128708847039697,0.00101612247662918,0.000203224495325837,0
