Gene,GSM4751074,GSM4751075,GSM4751076,GSM4751077,GSM4751078,GSM4751079,GSM4751080,GSM4751081,GSM4751082,GSM4751083,GSM4751084,GSM4751085,GSM4751086,GSM4751087,GSM4751088,GSM4751089,GSM4751090,GSM4751091,GSM4751092,GSM4751093,GSM4913330,GSM4913331,GSM4913332,GSM4913333,GSM4913334,GSM4913335,GSM4913336,GSM4913337,GSM4913338,GSM4913339,GSM4913340,GSM4913341,GSM4913342,GSM4913343,GSM4913344,GSM4960153,GSM4960154,GSM4960155,GSM6435238,GSM6435239,GSM6435240,GSM6435241,GSM6506766,GSM6506768,GSM6506769,GSM6614483,GSM6614484,GSM6614485,GSM6753921,GSM6753922,GSM6753923,GSM6845651,GSM6845652,GSM6845653,GSM6845654,GSM6964918,GSM6964919,GSM6964920,GSM7012039,GSM7012040,GSM7083658,GSM7083659,GSM7083660,GSM7102172,GSM7102173,GSM7102174,GSM7300216,GSM7300217,GSM7300218,GSM7300219,GSM7329492,GSM7329493,GSM7329494,GSM7329495,GSM7329500,GSM7329501,GSM7329502,GSM7329506,GSM7329507,GSM7329508,GSM7427996,GSM7427997,GSM7427998,GSM7427999,GSM7428004,GSM7428005,GSM7428006,GSM7428007,GSM7509810,GSM7509811,GSM7509812,GSM7994873,GSM7994882
Slc16a1,6.235968329,6.069233381,6.315042801,6.472870776,6.1783505,5.8381394,5.744593159,5.645641366,5.997994358,5.852650181,5.924774945,6.32911703,6.027605162,6.20053429,5.831147642,5.67899717,6.096740542,5.663747628,5.807721728,6.117452808,6.026378234,4.192745775,6.195190468,5.82699932,6.040299841,7.195306786,6.668415735,7.468221795,6.752007372,7.056205542,6.859182466,5.738342874,5.119958858,6.477327152,3.757762252,6.558617792,6.874989541,6.598165417,5.822648665,5.902487439,5.585377821,5.482709857,5.080581781,5.027084028,5.263886789,5.980817283,6.699804713,5.771133584,5.953437261,5.930248527,6.065656668,6.341558674,6.476378664,6.434212988,6.084160596,6.089183502,5.90787267,6.189786964,5.734030125,5.659468102,5.525207064,5.568408438,5.438368013,5.464217966,5.469625338,5.459945848,8.236894498,8.164062459,8.214621029,8.566513057,6.895822987,6.61740161,6.813147222,6.786718736,6.750660083,6.653829487,6.664720987,6.666774826,6.839807025,6.803492855,5.214402656,5.129315672,5.341195268,4.829056146,4.954157104,4.849144512,5.419684539,5.124693412,5.444072069,5.411128367,5.364257654,6.214073983,5.756576385
Slc16a10,0.954895243,1.492726686,1.29075208,1.153956987,1.209159297,1.400760797,1.065070174,1.419633213,0.892051767,1.040181985,0.664031168,0.962174935,0.876709962,1.231111133,1.24575143,1.181171755,1.062545466,1.404352117,1.465539968,1.624214834,-1.106900304,-2.802069124,0.797934442,2.868135701,-1.690384564,-0.829387884,-1.790999133,-0.760522064,-1.340156979,-1.575164018,0.341783891,-2.802069124,-1.025665961,-1.605983959,-2.802069124,2.413513783,3.354775052,2.010533292,2.624309374,2.282950908,1.935732397,1.552478876,1.332300764,1.138215102,1.155059529,1.552647001,2.275722538,1.5905853,2.096451318,1.58442689,1.932005933,3.753344671,3.296049504,3.25632939,3.721289721,2.573717268,2.273803787,2.240944171,2.020329972,1.617290267,0.938047654,1.295661862,0.074851496,0.570069741,1.650692162,1.331121839,2.996727498,3.004477007,3.300397471,3.321757346,2.96461201,2.601278102,2.523436575,3.133011853,3.42448099,3.782594587,3.423357636,3.149500029,2.623416177,2.91822387,1.876514284,1.250750148,1.398288071,1.93755252,1.975718738,1.802725166,1.776100721,1.918208118,0.959620922,1.316700648,0.593005508,0.555691131,1.375336814
Slc16a11,4.228565008,4.919238423,4.335621024,3.91511061,4.698173749,4.279611976,4.345007036,4.785087182,4.233968191,4.70109963,4.711518665,4.175659507,4.569660327,4.710209259,4.927862134,4.880221055,4.473327238,5.108288042,4.318277283,4.686938666,4.179056003,6.373937563,5.544018217,5.660133536,4.122167312,3.12391523,3.57139396,3.876564443,4.436618534,3.728249411,4.732999778,4.357335974,5.53762949,4.788434842,5.500694915,2.858335498,3.929448689,3.64188275,4.157521504,4.167706003,4.29854944,4.28373815,4.40272209,4.803589676,4.560949621,2.878002092,3.002435801,2.716878402,4.471126724,4.770851797,4.912767286,5.983140317,5.756144786,6.069617604,6.118783884,4.493468776,4.563146971,4.783908861,-2.036675677,-2.802069124,3.74819533,3.870746611,4.18500689,4.439268518,4.16723642,4.222365506,3.802125719,3.784334398,3.658321162,3.840100432,4.278829932,4.530831178,4.677312941,4.791212236,4.794889447,4.982485493,4.512573172,3.739470502,3.552963029,3.609877389,4.051109441,4.341260595,4.107256174,4.403544355,4.262089396,4.497409536,4.251591321,4.356928364,2.492098252,3.218239059,2.971940037,3.935768987,4.195419538
Slc16a12,1.592384459,1.678648515,1.107422717,1.017041282,1.245765603,2.411708001,1.558224075,1.301114735,2.272675243,1.57116738,1.240918092,1.845058722,2.196290191,1.895240039,2.029702474,1.876471368,2.33899852,1.574512645,1.68983716,2.696885234,-0.253800169,4.018057116,-2.802069124,0.410074561,-2.14169801,2.162545717,2.126147375,3.520852231,2.895238705,4.261042122,3.321437353,-0.305979846,-1.351768312,2.400740229,1.429015098,2.868929365,2.928875321,1.935380062,1.92348665,2.201828309,2.25154079,1.892104565,1.321006108,1.880487165,1.375708309,2.321093993,1.814057055,3.119023489,1.765994671,2.104873753,2.27265923,2.430368203,3.084417289,3.128309655,2.137651619,2.002066183,2.954581666,1.872569324,0.430284965,-0.276155919,2.301374733,1.383495222,1.919479647,1.391607414,1.418385089,1.58239465,3.275272658,3.176875116,3.284821781,3.237991831,2.161731007,3.034258972,2.288955153,3.109323144,2.201598758,2.008727338,2.660707557,2.522849468,2.64633361,2.273024521,1.975717343,1.884799513,1.842138812,1.427708276,1.328861704,0.923934864,0.891828403,1.479155823,1.677151301,1.888542696,1.065839519,0.886643846,1.128161954
Slc16a13,2.977911253,3.152392978,3.122224852,3.036004757,3.188249805,2.946338325,2.816743202,3.094319899,2.871703151,2.907790347,2.854423698,2.84847817,2.721414554,2.782498448,2.657924677,2.596461294,2.638456676,2.915281916,2.62815135,2.696885234,3.280535721,-2.802069124,0.444447426,3.590087283,2.200460971,1.665521802,1.188215134,2.15376766,2.348073602,2.609355187,2.202161115,3.052397282,-2.802069124,2.268409032,2.467686994,2.384273717,2.559896763,2.412678924,2.566220236,2.721678553,2.412408826,2.267451054,2.219242931,1.989595133,2.147446579,2.702314155,2.541654719,2.621005212,2.407094303,2.517518889,2.469198241,4.891229233,4.644465317,4.462763556,4.962493331,2.875760262,2.99153202,2.657355612,3.521322318,3.187792758,2.01542491,1.998522477,-0.149428691,2.72478217,2.902820984,3.057036199,2.742667633,2.815464179,2.713554758,2.844450447,2.824625112,3.014436683,2.877989297,2.904354497,2.528273206,2.667393542,2.518969176,2.4929265,2.180805882,2.564537858,2.22794884,2.403363587,2.336073027,2.46024029,2.305641018,2.37231926,2.380861396,2.421929363,2.021304211,2.36217456,2.971940037,2.170518721,2.008622502
Slc16a14,2.185686247,1.779690305,2.091917668,1.914501019,2.044109369,1.552955245,2.043472439,2.039088482,1.714944541,2.004027369,2.291364952,1.416942434,1.944251755,2.132651199,2.029702474,2.470916666,1.920777407,1.774064537,2.010271774,1.412962823,5.624961469,-2.802069124,3.15658088,4.849012911,4.033291359,4.447029113,4.227310976,2.503019241,2.878883235,3.426817108,2.830218141,1.649928858,1.688813055,3.002055941,-1.656563566,3.326394372,3.456473393,3.192569304,3.052252582,3.440162772,3.459847069,3.32266226,2.828826749,2.682683354,3.018489409,3.239388755,3.505586841,2.819172576,4.632108279,4.495666989,4.409316223,3.283590647,3.158464845,3.04566409,3.345977533,3.215302837,2.871120242,2.93210156,4.956478713,5.18620079,-2.802069124,-1.749123443,-2.802069124,2.367134446,2.723183758,2.617608959,3.641512142,3.769863381,3.972199342,3.8470147,3.574728555,3.465045227,3.374333956,3.338511359,3.290862202,3.197750452,3.214430311,3.354760276,3.157812335,3.131211831,3.210800114,3.004244306,2.988667244,2.620419613,2.596755456,3.27685403,2.912076057,3.00720894,1.935285716,2.055535766,1.907234087,0.125486004,-0.857611726
Slc16a2,4.873873378,4.77576212,4.650848805,4.30155177,4.375761184,4.547681735,4.347886487,4.476017214,4.823594776,4.675500591,4.545791482,4.618778831,4.958513543,4.128049183,4.959703213,4.491966812,4.289858984,4.632924107,4.896714718,5.662730065,2.859346307,-2.802069124,3.717768375,1.073001706,5.090014149,4.304609462,4.719711517,3.912039509,4.780493756,6.301553099,4.651473096,4.526573202,4.693806395,5.299792393,5.590168106,4.477047881,4.619184906,4.34019,5.667257121,5.894442548,6.072519663,5.669006271,5.376219026,5.664184065,5.452543808,5.771087243,5.344060477,5.67209627,6.392011647,6.510165727,6.373469613,4.60165206,4.661542579,3.913887792,3.891141109,6.101026963,6.515931356,6.158835538,7.676964027,7.566511068,6.342501725,6.223581768,6.331191577,5.916184421,5.7350472,5.687310512,5.708368217,5.626962112,5.645435382,5.846588984,4.427700528,4.961856905,4.535052225,5.240449576,4.137841235,4.42784432,4.288226964,4.842635128,5.050829339,4.267838137,5.464388977,5.339947094,5.242124578,4.996455382,5.197076985,5.311198041,5.513919111,5.308406328,5.103090976,5.466536919,5.073969628,7.079548525,6.74370553
Slc16a3,3.715132226,3.695502348,3.469280225,3.518441548,3.441986344,3.077639861,3.679330042,3.348538653,3.09465039,3.222589122,3.043489054,2.545654046,2.081222747,2.324530293,2.718735832,2.134824194,2.33899852,2.636522792,2.297314708,2.706198108,-2.802069124,-2.802069124,-0.222571598,-1.112411139,0.138215107,0.224717499,-0.462469587,0.822507218,-0.453163836,1.422626562,1.09018333,-0.210309288,2.00679693,1.093242099,-1.414532768,1.673483489,2.010317599,1.883010892,2.505693694,2.552035922,2.702538601,1.520209664,1.2247764,1.665431716,1.49499577,2.402654647,4.247708507,2.44819975,1.415451243,1.588004184,1.113767266,1.783016862,0.832962271,1.537098255,1.661990374,2.037300482,2.26376954,2.117598595,-0.632411033,-2.802069124,2.495258545,2.657049992,1.444322327,2.475955218,2.284384829,2.407306273,1.532875758,1.141640246,1.580242246,1.526198836,-0.636823157,-1.970462092,-2.286394204,-1.040181954,-1.788382301,-1.813475357,-1.553777102,0.0401052,-1.358271749,-1.923374138,2.666962061,2.79881361,2.129837922,1.75463429,2.076381537,2.335657513,2.085898767,2.243206685,2.021304211,2.081581018,2.408955792,2.043643663,2.392160733
Slc16a4,2.441122598,2.403673414,2.343157766,2.581592159,2.464782791,2.571748561,2.290955503,2.245740906,2.62706183,2.504557312,2.454025589,2.399776695,2.735320884,2.962611262,2.594437035,2.679885797,2.527788507,2.385218883,2.536614714,2.889046046,2.678321433,3.33649932,2.441702238,3.085183894,2.963598219,4.227755026,3.915583679,4.606282314,4.778290897,4.393611789,4.473143526,4.543827002,4.386268092,3.866267622,2.405941335,2.724742437,2.715699115,2.467056128,3.073259463,3.091809995,3.267549527,3.100597179,1.761612043,1.762021362,1.817174072,1.72743431,0.927449172,2.510681142,2.759655199,2.530200153,2.813683857,3.876258451,3.866630129,3.929337073,4.234161022,2.856161976,3.451055907,3.054862728,2.367522231,1.789908385,0.938047654,1.544583709,0.731038401,2.427506219,2.346416939,2.258374762,3.210679038,3.437137795,3.484233175,3.291520988,2.578637402,3.014436683,2.853603917,2.898837871,2.491261242,2.634983719,2.599424963,2.932580898,2.385358488,2.148121026,2.02287282,2.383872591,2.1167372,2.047764913,2.129412189,1.955514434,1.863546149,2.287294249,2.344174731,1.97445408,2.179796191,2.287132341,3.124583346
Slc16a5,0.208069105,0.583178531,0.240536364,0.284379057,0.445079174,0.689049105,-0.26254957,0.155622708,0.315253977,0.242587604,0.923033436,-0.020851152,0.876709962,1.010624816,0.638105547,1.036739393,0.703837195,1.256566612,0.659208616,0.093804855,1.790539015,-2.802069124,-0.087739795,-2.802069124,-2.802069124,0.43823151,-2.802069124,0.488340485,-1.502076085,-1.277553724,-2.802069124,-2.802069124,-2.802069124,0.699926399,-2.802069124,1.047859248,1.111540899,1.377208721,0.977011965,0.493006302,1.011322811,0.460580163,-2.272495853,-2.802069124,-2.802069124,-0.019982673,-0.259699859,-0.820913732,0.086117094,-0.026453915,-0.269996187,1.960210484,1.497574526,1.954482265,2.83732741,-0.045922474,-0.874076662,1.100780797,-2.036675677,-2.802069124,-2.802069124,-2.802069124,-1.761082608,-0.043709627,-0.459759096,0.540578537,-0.108348454,0.06645868,0.108566478,0.009814675,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.788382301,-2.802069124,-2.802069124,-1.935912845,-1.358271749,-2.802069124,1.072896,1.469943804,1.002068147,1.084070589,0.95870533,1.747974894,0.191730158,0.902756964,-0.531908977,-2.190274219,-0.275989507,-2.802069124,-1.524402725
Slc16a6,2.589311605,2.637023442,2.588529607,3.116408118,2.633131388,2.683172804,3.269664702,2.356869249,2.763251932,2.791278435,2.572118442,2.161904869,2.911009177,2.867164212,2.827658526,2.687968941,3.085797631,2.857823429,2.83867607,3.197145401,1.790539015,2.378692467,0.035560868,2.955521737,2.859903336,2.862540917,3.547640908,3.25221979,4.252099734,4.541458229,3.480007182,3.090469003,1.643644522,3.288379852,1.332745757,3.66713559,3.126961738,3.585646859,4.132720128,3.76358399,3.924556959,3.741880327,4.014805277,3.807324069,3.871681235,3.799069956,4.055993156,4.164066179,2.793447111,3.080322447,3.214519431,4.50970404,4.45177472,4.207952126,4.101957796,3.607933546,3.788571959,3.223889644,5.924828283,5.859236134,5.270819116,5.50617868,5.232650859,4.681628597,4.886678766,4.420451446,3.594654023,3.534923258,3.475213866,3.542263868,4.728947295,4.625342862,4.850581333,4.716350855,4.399914787,4.694789569,4.628312202,4.597539505,4.766992668,4.512961462,3.565555935,3.651580121,3.508356933,3.656649828,3.594720541,3.46258459,3.355848125,3.471000878,5.361278654,4.756325088,5.48851576,5.016057915,5.825744853
Slc16a7,3.146910813,2.544335446,3.095097569,3.160417926,2.752415818,2.715795049,2.774563877,2.665910107,3.045626017,2.799920067,2.774555777,2.040570079,2.935308885,3.008066697,2.706776934,3.017963369,2.678858719,2.865132139,3.073913732,2.326055266,5.08060764,4.146776236,3.62754547,2.745995413,4.439644142,4.474505374,4.317858871,3.864542889,4.654045957,2.796616862,4.081302938,5.146307862,4.995155958,4.611272771,5.520860623,5.016660877,5.13079133,5.359236731,6.307917334,6.277605156,6.452585344,6.073792634,4.248429501,4.212173314,4.352155397,3.892380181,3.245459717,3.611240329,3.658633406,3.337714266,3.469042305,5.749855023,5.825973202,5.85988293,6.342786545,5.778984968,5.673115219,5.627434662,6.213282166,6.298615472,2.818919083,1.618849331,2.363920296,4.092945099,2.853182383,2.424187379,4.624684952,4.630635383,4.603129656,4.351140189,4.258046381,4.263300296,4.099846842,4.018083253,4.224965025,4.246661508,4.140092042,4.157005484,3.989210255,4.139186411,5.54028918,5.43652623,5.428606419,5.143334675,5.464959675,5.742543538,5.450608609,5.528714331,3.600117809,3.751844723,3.601211519,3.321540744,3.508008692
Slc16a8,1.998049419,2.150534113,1.584009931,0.917967298,1.190501835,0.753315702,1.120003769,0.696226214,1.867813441,1.205406623,1.064085519,0.629626165,1.191144621,-0.164977707,1.950780694,1.086507539,0.310089873,0.725007704,1.571832254,2.787414491,-2.802069124,-2.802069124,-0.940094307,-2.802069124,-2.14169801,-2.802069124,2.110019508,3.089603534,3.369190946,3.821429552,2.368391781,0.714383195,-2.802069124,-1.097396617,-2.802069124,1.189822174,0.573667845,-0.162786894,1.365535022,0.42314632,1.179771396,0.460580163,-2.802069124,-2.802069124,-2.802069124,1.688937321,-0.532991928,1.947523537,-0.112492129,-0.512853328,-0.005958569,1.844531475,0.948783573,0.159690644,0.84099058,1.494321904,3.236950691,-1.316107399,-2.802069124,-2.802069124,0.271321487,0.094894457,0.857167711,0.477917023,-0.244936575,0.433487498,3.093758621,2.715441538,2.897555743,3.034906093,-2.32982064,-0.759891783,-1.359178044,0.119441508,-2.802069124,-2.802069124,-2.802069124,-0.335990209,0.111991421,-1.719174631,1.338211687,0.092595095,0.573900661,1.636136514,1.175931163,0.281205859,0.549087283,0.753597159,0.216080943,-0.74238313,-0.457230126,-2.802069124,0.829700999
Slc16a9,2.397105907,2.765764466,2.286729189,3.24970583,2.472525645,2.73978659,3.391885975,2.320769289,2.655347796,2.461631983,2.609428085,2.757282189,2.854790524,2.683241644,2.65170017,2.570463336,3.018126414,2.26880457,2.945350827,3.526433363,-2.802069124,-1.737966539,-0.02477262,-2.403749682,1.306764386,1.359804098,2.492438878,2.640965253,2.722688203,4.401506467,2.282123766,1.059670688,1.4208152,2.34925497,3.818267878,2.920762322,2.970728267,2.256777488,1.556659555,1.618484516,2.004667006,1.78753455,2.141580243,1.869691907,2.237088296,2.180174019,1.825836758,2.525887648,0.566533188,0.892125796,1.447847769,3.348728361,3.084417289,3.696363142,2.660609109,1.742222617,2.803463872,1.376634692,4.43408259,4.406026988,2.136685815,3.107509507,2.276312698,2.163292766,2.284384829,2.730491184,4.010351182,3.892906554,3.973091849,4.109818264,3.073298439,3.563818721,3.267634592,3.529108238,3.178936827,3.20880293,3.322672712,3.321096287,3.516111576,3.556809318,1.783737418,1.394034254,1.993148057,1.487602935,1.416815307,0.592183926,1.320531187,1.113344357,1.746142329,2.205189016,1.706372029,1.750546443,1.77030152
Slc17a2,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.434630875,-2.802069124,-2.446229955,-2.511927953,-2.802069124,-2.802069124,-2.478865941,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,2.871113008,-2.240890429,-2.291839703,-2.802069124,-1.898583133,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.153031301,-2.39047257,-2.569687356,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.696941708,-2.802069124,-1.875675551,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.979269469,-2.176500651,-1.346925407,-2.428376381,-2.452645253,-1.96191414,-2.802069124,-2.802069124,-2.802069124,-2.286394204,-2.802069124,-2.802069124,-2.22470075,-2.25755072,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.586924871,-2.802069124
Slc17a3,-2.802069124,-2.179209878,-2.507824145,-2.802069124,-2.530414022,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.136928835,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.719179711,1.160585234,-2.802069124,-2.802069124,-2.802069124,-2.280726651,-2.802069124,-2.467943526,-1.951033523,-2.802069124,-2.802069124,-2.121131689,-2.802069124,-1.580836522,-2.280776932,-2.255310622,-2.802069124,-1.774543644,-1.710004163,-1.832866381,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.162712672,-1.784066268,-2.802069124,-1.690219301,-2.802069124,-2.223571678,-2.802069124,-2.407893238,-2.32982064,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.22470075,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.168066736,-2.802069124,-2.514872675,-2.262982552,-2.802069124,-2.473047292,-2.802069124,-2.802069124,-2.053602598,-2.802069124,-2.802069124
Slc17a5,4.565289578,4.565449828,4.702090157,4.561606477,4.604384678,4.508650654,4.370717514,4.599175852,4.616190167,4.542790092,4.604715845,4.126813378,4.500094396,4.274741875,4.541839966,4.487342655,4.400300052,4.67926997,4.517627382,4.517429477,4.678193756,6.035075655,5.427828562,4.424928474,5.76138624,5.299366097,5.17021094,4.594199961,5.181474882,5.261433236,4.321904676,3.552668138,5.290825865,5.046589198,5.3304179,4.580575245,4.268370581,4.359483899,4.964826644,5.018298846,4.967503058,4.958424201,4.595346438,4.555574517,4.75477445,5.075215219,4.303536221,4.67955109,5.749080283,5.638552549,5.63483924,3.670841412,3.441557741,2.98781383,3.57933925,4.842896976,4.874696366,4.691412606,4.518615971,4.496035503,5.07230385,4.908763342,4.848213362,4.178871747,4.140427639,4.520651671,5.400346453,5.420902234,5.35660878,5.400450695,4.923636714,4.943629809,4.951691855,4.922066004,4.876093304,4.879041805,4.821829089,4.75710451,4.813294049,4.868152071,4.794443053,4.789366645,4.796925491,4.695747045,4.661884544,4.775778211,4.508299327,4.610057613,4.118885414,4.298751815,3.940489063,5.12191262,5.140492132
Slc17a6,8.743732163,8.494053643,8.983451017,9.154393373,8.833845091,8.834740001,8.691357219,8.870292591,8.919917823,8.745292818,8.706790108,8.613968826,8.551311647,8.764923381,7.793861834,8.538984903,8.692069964,8.480150049,8.856937701,8.335440808,5.677167478,-2.802069124,5.360139115,6.898128107,5.73907801,1.070745365,-2.802069124,4.238221568,0.397799633,5.658380833,5.783106665,4.209484334,2.944043861,4.482782964,4.837471938,6.908465147,7.347655283,6.716988644,5.263320218,5.134879296,6.049593515,4.79608466,4.027621568,3.990884951,4.058599039,5.708315084,4.476039339,7.255207268,3.889555612,4.178540405,3.456808249,6.441990793,7.241098498,6.076572316,5.663313998,5.27059758,5.530796607,5.134808421,4.512286377,4.128954394,7.061955045,7.499078973,7.484498269,5.873418985,5.462003335,7.202479064,8.611713454,8.584389042,8.281552707,8.670062173,7.012097816,6.389188733,5.577869528,5.374676229,7.274998982,5.149533892,7.229858976,5.74218828,7.562182994,6.881098107,5.566385876,5.390876613,5.26010934,5.155694899,5.090117826,5.226124198,5.221536472,5.200143412,3.618634253,5.156232399,0.84870747,5.0901613,5.342813716
Slc17a7,7.098291798,5.749321546,7.24290401,8.300929647,7.154835323,6.3121694,6.850143209,7.06553636,8.326704962,6.855529916,6.642303264,8.512253909,8.540709429,7.168175347,6.302682387,6.894285358,7.423259625,6.488557023,6.88119742,6.339419536,8.449616193,4.757341968,6.630049458,-2.802069124,9.868884522,8.441208579,7.422091806,7.511265894,7.366887551,9.248365554,5.505834106,7.98794329,6.566742296,8.966035537,8.045607746,9.1501891,8.877797745,8.91573935,10.78901352,10.81234316,10.71898859,10.78130998,11.12806944,11.18995111,11.15026863,10.93422098,11.0321275,10.50430889,7.684290372,7.538004555,7.802676607,8.365449308,7.783811787,7.90585337,8.482202733,10.51885931,10.57766453,10.66073455,5.588187624,5.582311063,8.775251524,8.502190719,8.674276542,8.600228445,8.65258684,6.977226005,0.254118552,2.348918676,0.460044488,0.659310217,8.736529881,8.809427232,8.789644234,9.162652159,8.502161758,8.656835015,8.427879701,8.584195198,8.367561107,8.647875511,10.75310593,10.72088218,10.74773755,10.57196382,10.65717978,10.85238943,10.79348361,10.77030165,7.695620653,9.229515658,8.177540624,9.002076451,9.111736979
Slc17a8,3.395347584,2.698534619,3.044944774,3.053615278,2.997502037,2.932526222,2.825033079,2.846033191,2.59821017,2.655029049,2.930101087,0.294311324,1.710819678,2.450612274,2.166964256,2.613536587,3.239570145,2.511686252,2.381569407,0.931303842,0.21361896,-2.802069124,-2.802069124,2.190846979,-0.305373362,0.579892508,1.157157836,0.445941617,1.108458119,-1.950561133,0.648042293,-2.802069124,-2.802069124,-1.605983959,-2.802069124,1.673483489,1.681140135,2.48473575,2.097629221,2.73615553,1.561666823,2.102886486,2.108701994,2.147347094,2.357608334,3.239388755,1.894563897,2.965765769,1.384227858,1.43934212,1.594987779,-0.753608399,0.416432787,-1.710004163,-2.802069124,2.386027349,2.99759944,2.231058724,2.25070937,2.049747934,1.182974557,1.998522477,1.919479647,2.960968142,2.868638504,2.730491184,3.501446535,3.804270247,3.756880586,3.984542953,-0.767093134,-0.903344837,-1.147489674,-1.426736923,-0.458304008,0.425383099,-1.299161398,-1.935912845,-1.553359617,-1.381224241,2.197444306,1.898600118,1.857971176,2.13774406,2.220215782,1.967545534,2.213428609,2.162654982,4.682377431,4.171147048,5.166956206,1.483552024,2.275288992
Slc17a9,-1.559766627,-2.179209878,-1.710392759,-2.49850666,-2.301895347,-1.979689484,-1.369621461,-1.679606669,-1.365816949,-1.898891819,-1.40706885,-1.107038348,-1.446308889,-0.949917941,-1.366160161,-0.990165483,-0.647170437,-1.456848472,-1.496005506,-1.193246345,-2.802069124,0.113492546,-0.828335812,-0.052858526,-2.802069124,-1.409761182,-1.202365431,-2.802069124,-2.802069124,-2.802069124,-0.163792078,-2.802069124,-2.802069124,-2.083468118,0.098123533,-1.719179711,-1.771927891,-1.265072909,-0.098171816,-0.565782057,-0.785205058,0.390904731,0.51459411,1.05747909,0.477251639,-2.802069124,-1.418858082,-2.802069124,0.592548451,0.2638576,0.439419169,-1.769581786,-1.180521463,-1.095614198,-0.268806796,-0.505168981,-0.487631079,-0.073442243,-0.079894277,0.496420029,-1.640988398,-1.146935544,-0.149428691,-0.380715762,-0.087517849,-1.00812961,-0.358917324,-0.401365769,-0.145785128,-0.644961899,-2.802069124,-2.327157247,-1.147489674,-2.802069124,-2.207967662,-2.22470075,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-0.327701442,-0.812643595,-1.250417779,-0.146207161,0.039394128,-0.907420735,-0.999774013,-0.604751147,-1.402210527,-1.432196325,-1.197989026,-2.802069124,-1.524402725
Slc18a1,-0.736231927,-1.024004212,-0.2782301,-0.704918348,-0.560395099,-0.381501785,-0.974833935,-1.188504627,-0.859605012,-0.23378858,-0.243885247,-0.589037124,-0.354437448,-0.838438314,-0.234748972,-0.549114912,-0.174448142,-0.246534344,-0.444954426,-0.828049319,-0.678660621,-2.802069124,-1.339127194,2.1763685,0.786410884,0.708878823,1.466761619,1.477242748,1.433640992,-0.259485185,-2.467164704,1.20557563,-0.535483298,-2.083468118,-0.357172372,-0.165476204,-0.293638255,0.042148709,-1.617579339,-2.802069124,-1.134653338,-1.872283094,-2.046569068,-2.030146926,-2.022656584,-2.802069124,-0.948558485,-0.674684351,-0.90876907,-1.402418993,-0.642058882,1.345951157,-0.171518319,1.365998566,0.600869123,-2.255634915,-0.706888879,-2.265757972,-0.632411033,-1.198124157,-1.006095403,-0.723361862,-2.802069124,-1.021908192,-1.137006353,-1.425397831,-0.062919562,-0.155492063,-0.166167716,-0.137298267,-0.51734806,-0.903344837,-1.607358961,-1.220551314,-1.463732354,-1.011036562,-1.082812555,-1.189952567,-1.032930681,-0.679447671,-1.558905196,-1.488594396,-1.551313245,-2.188327394,-2.802069124,-1.871441924,-1.347144474,-1.077221335,-1.402210527,-1.762005371,-2.802069124,-0.936831285,-0.857611726
