Gene_ID	Gene	BrainRegion	ExpressionEnergy
ENSG00000242498	ARPIN	olfactory bulb	0.5
ENSG00000242498	ARPIN	pons	0.7
ENSG00000242498	ARPIN	thalamus	0.8
ENSG00000242550	SERPINB10	amygdala	0
ENSG00000242550	SERPINB10	basal ganglia	0
ENSG00000242550	SERPINB10	cerebellum	0
ENSG00000242550	SERPINB10	hippocampal formation	0
ENSG00000242550	SERPINB10	hypothalamus	0.1
ENSG00000242550	SERPINB10	medulla oblongata	0.1
ENSG00000242550	SERPINB10	midbrain	0
ENSG00000242550	SERPINB10	olfactory bulb	0.1
ENSG00000242550	SERPINB10	pons	0.3
ENSG00000242550	SERPINB10	thalamus	0
ENSG00000242574	HLA-DMB	amygdala	0.1
ENSG00000242574	HLA-DMB	basal ganglia	0.1
ENSG00000242574	HLA-DMB	cerebellum	0.2
ENSG00000242574	HLA-DMB	hippocampal formation	0.1
ENSG00000242574	HLA-DMB	hypothalamus	0.1
ENSG00000242574	HLA-DMB	medulla oblongata	0.2
ENSG00000242574	HLA-DMB	midbrain	0.1
ENSG00000242574	HLA-DMB	olfactory bulb	0.3
ENSG00000242574	HLA-DMB	pons	0.2
ENSG00000242574	HLA-DMB	thalamus	0
ENSG00000242612	DECR2	amygdala	2
ENSG00000242612	DECR2	basal ganglia	0.5
ENSG00000242612	DECR2	cerebellum	0.9
ENSG00000242612	DECR2	hippocampal formation	2.1
ENSG00000242612	DECR2	hypothalamus	0.4
ENSG00000242612	DECR2	medulla oblongata	1
ENSG00000242612	DECR2	midbrain	0.7
ENSG00000242612	DECR2	olfactory bulb	1.6
ENSG00000242612	DECR2	pons	0.5
ENSG00000242612	DECR2	thalamus	0.6
ENSG00000242616	GNG10	amygdala	0.5
ENSG00000242616	GNG10	basal ganglia	0.3
ENSG00000242616	GNG10	cerebellum	0.3
ENSG00000242616	GNG10	hippocampal formation	1.7
ENSG00000242616	GNG10	hypothalamus	0
ENSG00000242616	GNG10	medulla oblongata	0.1
ENSG00000242616	GNG10	midbrain	0.1
ENSG00000242616	GNG10	olfactory bulb	0.7
ENSG00000242616	GNG10	pons	0.1
ENSG00000242616	GNG10	thalamus	0.2
ENSG00000242689	CNTF	amygdala	0.3
ENSG00000242689	CNTF	basal ganglia	0
ENSG00000242689	CNTF	cerebellum	0.5
ENSG00000242689	CNTF	hippocampal formation	0.7
ENSG00000242689	CNTF	hypothalamus	0
ENSG00000242689	CNTF	medulla oblongata	0.2
ENSG00000242689	CNTF	midbrain	0.1
ENSG00000242689	CNTF	olfactory bulb	0.7
ENSG00000242689	CNTF	pons	0.2
ENSG00000242689	CNTF	thalamus	0
ENSG00000242715	CCDC169	amygdala	3
ENSG00000242715	CCDC169	basal ganglia	0.9
ENSG00000242715	CCDC169	cerebellum	1.8
ENSG00000242715	CCDC169	hippocampal formation	2.8
ENSG00000242715	CCDC169	hypothalamus	0.4
ENSG00000242715	CCDC169	medulla oblongata	0.6
ENSG00000242715	CCDC169	midbrain	0.4
ENSG00000242715	CCDC169	olfactory bulb	2.5
ENSG00000242715	CCDC169	pons	0.4
ENSG00000242715	CCDC169	thalamus	0.8
ENSG00000242732	RTL5	amygdala	1.3
ENSG00000242732	RTL5	basal ganglia	1
ENSG00000242732	RTL5	cerebellum	0.6
ENSG00000242732	RTL5	hippocampal formation	1.2
ENSG00000242732	RTL5	hypothalamus	1.7
ENSG00000242732	RTL5	medulla oblongata	1.1
ENSG00000242732	RTL5	midbrain	0.7
ENSG00000242732	RTL5	olfactory bulb	1.5
ENSG00000242732	RTL5	pons	0.5
ENSG00000242732	RTL5	thalamus	0.5
ENSG00000242802	AP5Z1	amygdala	0.1
ENSG00000242802	AP5Z1	basal ganglia	0.1
ENSG00000242802	AP5Z1	cerebellum	0.2
ENSG00000242802	AP5Z1	hippocampal formation	0.4
ENSG00000242802	AP5Z1	hypothalamus	0
ENSG00000242802	AP5Z1	medulla oblongata	0.2
ENSG00000242802	AP5Z1	midbrain	0.1
ENSG00000242802	AP5Z1	olfactory bulb	0.1
ENSG00000242802	AP5Z1	pons	0.2
ENSG00000242802	AP5Z1	thalamus	0
ENSG00000242866	STRC	amygdala	0
ENSG00000242866	STRC	basal ganglia	0
ENSG00000242866	STRC	cerebellum	0.2
ENSG00000242866	STRC	hippocampal formation	0
ENSG00000242866	STRC	hypothalamus	0
ENSG00000242866	STRC	medulla oblongata	0
ENSG00000242866	STRC	midbrain	0
ENSG00000242866	STRC	olfactory bulb	0
ENSG00000242866	STRC	pons	0
ENSG00000242866	STRC	thalamus	0
ENSG00000242950	ERVW-1	amygdala	7.8
ENSG00000242950	ERVW-1	basal ganglia	7.3
ENSG00000242950	ERVW-1	cerebellum	9.2
ENSG00000242950	ERVW-1	hippocampal formation	8
ENSG00000242950	ERVW-1	hypothalamus	8.1
ENSG00000242950	ERVW-1	medulla oblongata	5.7
ENSG00000242950	ERVW-1	midbrain	9.3
ENSG00000242950	ERVW-1	olfactory bulb	7.9
ENSG00000242950	ERVW-1	pons	5.8
ENSG00000242950	ERVW-1	thalamus	9.2
ENSG00000243056	EIF4EBP3	amygdala	0.5
ENSG00000243056	EIF4EBP3	basal ganglia	0.4
ENSG00000243056	EIF4EBP3	cerebellum	0.4
ENSG00000243056	EIF4EBP3	hippocampal formation	0.4
ENSG00000243056	EIF4EBP3	hypothalamus	0.2
ENSG00000243056	EIF4EBP3	medulla oblongata	0.7
ENSG00000243056	EIF4EBP3	midbrain	0.3
ENSG00000243056	EIF4EBP3	olfactory bulb	1.1
ENSG00000243056	EIF4EBP3	pons	0.5
ENSG00000243056	EIF4EBP3	thalamus	0.3
ENSG00000243147	MRPL33	amygdala	0
ENSG00000243147	MRPL33	basal ganglia	0
ENSG00000243147	MRPL33	cerebellum	0.1
ENSG00000243147	MRPL33	hippocampal formation	0.1
ENSG00000243147	MRPL33	hypothalamus	0
ENSG00000243147	MRPL33	medulla oblongata	0.2
ENSG00000243147	MRPL33	midbrain	0
ENSG00000243147	MRPL33	olfactory bulb	0.1
ENSG00000243147	MRPL33	pons	0
ENSG00000243147	MRPL33	thalamus	0
ENSG00000243156	MICAL3	amygdala	10.1
ENSG00000243156	MICAL3	basal ganglia	8
ENSG00000243156	MICAL3	cerebellum	5.3
ENSG00000243156	MICAL3	hippocampal formation	7.4
ENSG00000243156	MICAL3	hypothalamus	6.2
ENSG00000243156	MICAL3	medulla oblongata	5.2
ENSG00000243156	MICAL3	midbrain	6
ENSG00000243156	MICAL3	olfactory bulb	8.2
ENSG00000243156	MICAL3	pons	4.6
ENSG00000243156	MICAL3	thalamus	8.9
ENSG00000243232	PCDHAC2	amygdala	3.9
ENSG00000243232	PCDHAC2	basal ganglia	1.6
ENSG00000243232	PCDHAC2	cerebellum	3.4
ENSG00000243232	PCDHAC2	hippocampal formation	4
ENSG00000243232	PCDHAC2	hypothalamus	1.3
ENSG00000243232	PCDHAC2	medulla oblongata	2.5
ENSG00000243232	PCDHAC2	midbrain	1.7
ENSG00000243232	PCDHAC2	olfactory bulb	3.1
ENSG00000243232	PCDHAC2	pons	2.2
ENSG00000243232	PCDHAC2	thalamus	2
ENSG00000243244	STON1	amygdala	0.1
ENSG00000243244	STON1	basal ganglia	0.1
ENSG00000243244	STON1	cerebellum	0.2
ENSG00000243244	STON1	hippocampal formation	0.2
ENSG00000243244	STON1	hypothalamus	0.1
ENSG00000243244	STON1	medulla oblongata	0.1
ENSG00000243244	STON1	midbrain	0.1
ENSG00000243244	STON1	olfactory bulb	0.3
ENSG00000243244	STON1	pons	0.1
ENSG00000243244	STON1	thalamus	0.1
ENSG00000243279	PRAF2	amygdala	8.2
ENSG00000243279	PRAF2	basal ganglia	5.9
ENSG00000243279	PRAF2	cerebellum	3.7
ENSG00000243279	PRAF2	hippocampal formation	7.2
ENSG00000243279	PRAF2	hypothalamus	5.9
ENSG00000243279	PRAF2	medulla oblongata	6.6
ENSG00000243279	PRAF2	midbrain	6.6
ENSG00000243279	PRAF2	olfactory bulb	5.1
ENSG00000243279	PRAF2	pons	5.6
ENSG00000243279	PRAF2	thalamus	6.7
ENSG00000243284	VSIG8	amygdala	0
ENSG00000243284	VSIG8	basal ganglia	0
ENSG00000243284	VSIG8	cerebellum	0.2
ENSG00000243284	VSIG8	hippocampal formation	0.2
ENSG00000243284	VSIG8	hypothalamus	0.1
ENSG00000243284	VSIG8	medulla oblongata	0.1
ENSG00000243284	VSIG8	midbrain	0.1
ENSG00000243284	VSIG8	olfactory bulb	0.2
ENSG00000243284	VSIG8	pons	0.1
ENSG00000243284	VSIG8	thalamus	0.2
ENSG00000243335	KCTD7	amygdala	0.2
ENSG00000243335	KCTD7	basal ganglia	0
ENSG00000243335	KCTD7	cerebellum	0.2
ENSG00000243335	KCTD7	hippocampal formation	0.2
ENSG00000243335	KCTD7	hypothalamus	0
ENSG00000243335	KCTD7	medulla oblongata	0.2
ENSG00000243335	KCTD7	midbrain	0
ENSG00000243335	KCTD7	olfactory bulb	0.3
ENSG00000243335	KCTD7	pons	0
ENSG00000243335	KCTD7	thalamus	0
ENSG00000243364	EFNA4	amygdala	0
ENSG00000243364	EFNA4	basal ganglia	0
ENSG00000243364	EFNA4	cerebellum	0
ENSG00000243364	EFNA4	hippocampal formation	0
ENSG00000243364	EFNA4	hypothalamus	0
ENSG00000243364	EFNA4	medulla oblongata	0
ENSG00000243364	EFNA4	midbrain	0
ENSG00000243364	EFNA4	olfactory bulb	0.2
ENSG00000243364	EFNA4	pons	0
ENSG00000243364	EFNA4	thalamus	0
ENSG00000243449	C4orf48	amygdala	0.2
ENSG00000243449	C4orf48	basal ganglia	0.2
ENSG00000243449	C4orf48	cerebellum	0.4
ENSG00000243449	C4orf48	hippocampal formation	0.5
ENSG00000243449	C4orf48	hypothalamus	0.1
ENSG00000243449	C4orf48	medulla oblongata	0.7
ENSG00000243449	C4orf48	midbrain	0.2
ENSG00000243449	C4orf48	olfactory bulb	0.3
ENSG00000243449	C4orf48	pons	0.2
ENSG00000243449	C4orf48	thalamus	0.1
ENSG00000243477	NAA80	amygdala	3.8
ENSG00000243477	NAA80	basal ganglia	3.2
ENSG00000243477	NAA80	cerebellum	2.1
ENSG00000243477	NAA80	hippocampal formation	3.3
ENSG00000243477	NAA80	hypothalamus	3.3
ENSG00000243477	NAA80	medulla oblongata	3.2
ENSG00000243477	NAA80	midbrain	2.2
ENSG00000243477	NAA80	olfactory bulb	4.1
ENSG00000243477	NAA80	pons	2.8
ENSG00000243477	NAA80	thalamus	2.3
ENSG00000243566	UPK3B	amygdala	0
ENSG00000243566	UPK3B	basal ganglia	0
ENSG00000243566	UPK3B	cerebellum	0
ENSG00000243566	UPK3B	hippocampal formation	0
ENSG00000243566	UPK3B	hypothalamus	0
ENSG00000243566	UPK3B	medulla oblongata	0
ENSG00000243566	UPK3B	midbrain	0
ENSG00000243566	UPK3B	olfactory bulb	0
ENSG00000243566	UPK3B	pons	0
ENSG00000243566	UPK3B	thalamus	0
ENSG00000243646	IL10RB	amygdala	15.9
ENSG00000243646	IL10RB	basal ganglia	13.5
ENSG00000243646	IL10RB	cerebellum	8
ENSG00000243646	IL10RB	hippocampal formation	14.3
ENSG00000243646	IL10RB	hypothalamus	12.4
ENSG00000243646	IL10RB	medulla oblongata	6.4
ENSG00000243646	IL10RB	midbrain	10.7
ENSG00000243646	IL10RB	olfactory bulb	12.2
ENSG00000243646	IL10RB	pons	6.3
ENSG00000243646	IL10RB	thalamus	10.9
ENSG00000243649	CFB	amygdala	0.8
ENSG00000243649	CFB	basal ganglia	0.3
ENSG00000243649	CFB	cerebellum	0.3
ENSG00000243649	CFB	hippocampal formation	0.3
ENSG00000243649	CFB	hypothalamus	0.6
ENSG00000243649	CFB	medulla oblongata	0.3
ENSG00000243649	CFB	midbrain	0.4
ENSG00000243649	CFB	olfactory bulb	0.9
ENSG00000243649	CFB	pons	0.8
ENSG00000243649	CFB	thalamus	0.5
ENSG00000243667	DNAAF10	amygdala	0
ENSG00000243667	DNAAF10	basal ganglia	0.1
ENSG00000243667	DNAAF10	cerebellum	0.2
ENSG00000243667	DNAAF10	hippocampal formation	0.3
ENSG00000243667	DNAAF10	hypothalamus	0
ENSG00000243667	DNAAF10	medulla oblongata	0.2
ENSG00000243667	DNAAF10	midbrain	0.1
ENSG00000243667	DNAAF10	olfactory bulb	0.2
ENSG00000243667	DNAAF10	pons	0.1
ENSG00000243667	DNAAF10	thalamus	0.1
ENSG00000243678	NME2	amygdala	6.7
ENSG00000243678	NME2	basal ganglia	4
ENSG00000243678	NME2	cerebellum	3.5
ENSG00000243678	NME2	hippocampal formation	7.2
ENSG00000243678	NME2	hypothalamus	5
ENSG00000243678	NME2	medulla oblongata	4.5
ENSG00000243678	NME2	midbrain	4.6
ENSG00000243678	NME2	olfactory bulb	3.2
ENSG00000243678	NME2	pons	3.1
ENSG00000243678	NME2	thalamus	4.1
ENSG00000243710	CFAP57	amygdala	0.1
ENSG00000243710	CFAP57	basal ganglia	0
ENSG00000243710	CFAP57	cerebellum	0.1
ENSG00000243710	CFAP57	hippocampal formation	0.2
ENSG00000243710	CFAP57	hypothalamus	0
ENSG00000243710	CFAP57	medulla oblongata	0.1
ENSG00000243710	CFAP57	midbrain	0
ENSG00000243710	CFAP57	olfactory bulb	0
ENSG00000243710	CFAP57	pons	0
ENSG00000243710	CFAP57	thalamus	0
ENSG00000243725	TTC4	amygdala	1.8
ENSG00000243725	TTC4	basal ganglia	0.8
ENSG00000243725	TTC4	cerebellum	2.7
ENSG00000243725	TTC4	hippocampal formation	2.9
ENSG00000243725	TTC4	hypothalamus	1.7
ENSG00000243725	TTC4	medulla oblongata	1.8
ENSG00000243725	TTC4	midbrain	2.6
ENSG00000243725	TTC4	olfactory bulb	1.5
ENSG00000243725	TTC4	pons	1.5
ENSG00000243725	TTC4	thalamus	2.2
ENSG00000243749	TMEM35B	amygdala	0
ENSG00000243749	TMEM35B	basal ganglia	0
ENSG00000243749	TMEM35B	cerebellum	0
ENSG00000243749	TMEM35B	hippocampal formation	0
ENSG00000243749	TMEM35B	hypothalamus	0
ENSG00000243749	TMEM35B	medulla oblongata	0
ENSG00000243749	TMEM35B	midbrain	0
ENSG00000243749	TMEM35B	olfactory bulb	0
ENSG00000243749	TMEM35B	pons	0
ENSG00000243749	TMEM35B	thalamus	0
ENSG00000243789	JMJD7	amygdala	0.1
ENSG00000243789	JMJD7	basal ganglia	0.1
ENSG00000243789	JMJD7	cerebellum	0.2
ENSG00000243789	JMJD7	hippocampal formation	0.2
ENSG00000243789	JMJD7	hypothalamus	0.1
ENSG00000243789	JMJD7	medulla oblongata	0.1
ENSG00000243789	JMJD7	midbrain	0.1
ENSG00000243789	JMJD7	olfactory bulb	0.3
ENSG00000243789	JMJD7	pons	0.1
ENSG00000243789	JMJD7	thalamus	0
ENSG00000243927	MRPS6	amygdala	5.8
ENSG00000243927	MRPS6	basal ganglia	2.6
ENSG00000243927	MRPS6	cerebellum	3.2
ENSG00000243927	MRPS6	hippocampal formation	3.7
ENSG00000243927	MRPS6	hypothalamus	1.9
ENSG00000243927	MRPS6	medulla oblongata	3.7
ENSG00000243927	MRPS6	midbrain	2.5
ENSG00000243927	MRPS6	olfactory bulb	4.2
ENSG00000243927	MRPS6	pons	2.7
ENSG00000243927	MRPS6	thalamus	1.3
ENSG00000243943	ZNF512	amygdala	2.9
ENSG00000243943	ZNF512	basal ganglia	1.1
ENSG00000243943	ZNF512	cerebellum	1.7
ENSG00000243943	ZNF512	hippocampal formation	3.4
ENSG00000243943	ZNF512	hypothalamus	1
ENSG00000243943	ZNF512	medulla oblongata	1.6
ENSG00000243943	ZNF512	midbrain	1.5
ENSG00000243943	ZNF512	olfactory bulb	1.7
ENSG00000243943	ZNF512	pons	1
ENSG00000243943	ZNF512	thalamus	1.4
ENSG00000243978	RTL9	amygdala	0.2
ENSG00000243978	RTL9	basal ganglia	0.2
ENSG00000243978	RTL9	cerebellum	0.2
ENSG00000243978	RTL9	hippocampal formation	0.2
ENSG00000243978	RTL9	hypothalamus	0.2
ENSG00000243978	RTL9	medulla oblongata	0.2
ENSG00000243978	RTL9	midbrain	0.1
ENSG00000243978	RTL9	olfactory bulb	0.2
ENSG00000243978	RTL9	pons	0.1
ENSG00000243978	RTL9	thalamus	0.2
ENSG00000243989	ACY1	amygdala	0.9
ENSG00000243989	ACY1	basal ganglia	1.1
ENSG00000243989	ACY1	cerebellum	0.2
ENSG00000243989	ACY1	hippocampal formation	0.3
ENSG00000243989	ACY1	hypothalamus	0.2
ENSG00000243989	ACY1	medulla oblongata	0.3
ENSG00000243989	ACY1	midbrain	0.1
ENSG00000243989	ACY1	olfactory bulb	0.2
ENSG00000243989	ACY1	pons	0.2
ENSG00000243989	ACY1	thalamus	0.2
ENSG00000244005	NFS1	amygdala	5.5
ENSG00000244005	NFS1	basal ganglia	3.9
ENSG00000244005	NFS1	cerebellum	2.6
ENSG00000244005	NFS1	hippocampal formation	5.7
ENSG00000244005	NFS1	hypothalamus	3.6
ENSG00000244005	NFS1	medulla oblongata	3.8
ENSG00000244005	NFS1	midbrain	3.7
ENSG00000244005	NFS1	olfactory bulb	4.6
ENSG00000244005	NFS1	pons	3.5
ENSG00000244005	NFS1	thalamus	5.3
ENSG00000244038	DDOST	amygdala	6.8
ENSG00000244038	DDOST	basal ganglia	4.8
ENSG00000244038	DDOST	cerebellum	2.1
ENSG00000244038	DDOST	hippocampal formation	5.8
ENSG00000244038	DDOST	hypothalamus	2.8
ENSG00000244038	DDOST	medulla oblongata	1.9
ENSG00000244038	DDOST	midbrain	1.9
ENSG00000244038	DDOST	olfactory bulb	3.9
ENSG00000244038	DDOST	pons	1.3
ENSG00000244038	DDOST	thalamus	2.4
ENSG00000244242	IFITM10	amygdala	0
ENSG00000244242	IFITM10	basal ganglia	0
ENSG00000244242	IFITM10	cerebellum	0.1
ENSG00000244242	IFITM10	hippocampal formation	0
ENSG00000244242	IFITM10	hypothalamus	0
ENSG00000244242	IFITM10	medulla oblongata	0.1
ENSG00000244242	IFITM10	midbrain	0
ENSG00000244242	IFITM10	olfactory bulb	0.1
ENSG00000244242	IFITM10	pons	0
ENSG00000244242	IFITM10	thalamus	0
ENSG00000244274	DBNDD2	amygdala	22
ENSG00000244274	DBNDD2	basal ganglia	22.3
ENSG00000244274	DBNDD2	cerebellum	11.2
ENSG00000244274	DBNDD2	hippocampal formation	18
ENSG00000244274	DBNDD2	hypothalamus	20.5
ENSG00000244274	DBNDD2	medulla oblongata	13.4
ENSG00000244274	DBNDD2	midbrain	16.4
ENSG00000244274	DBNDD2	olfactory bulb	21.6
ENSG00000244274	DBNDD2	pons	12.7
ENSG00000244274	DBNDD2	thalamus	20.8
ENSG00000244405	ETV5	amygdala	8.4
ENSG00000244405	ETV5	basal ganglia	5.1
ENSG00000244405	ETV5	cerebellum	4.3
ENSG00000244405	ETV5	hippocampal formation	7.9
ENSG00000244405	ETV5	hypothalamus	0.8
ENSG00000244405	ETV5	medulla oblongata	0.9
ENSG00000244405	ETV5	midbrain	2
ENSG00000244405	ETV5	olfactory bulb	6.2
ENSG00000244405	ETV5	pons	1.6
ENSG00000244405	ETV5	thalamus	2.4
ENSG00000244486	SCARF2	amygdala	0
ENSG00000244486	SCARF2	basal ganglia	0
ENSG00000244486	SCARF2	cerebellum	0.1
ENSG00000244486	SCARF2	hippocampal formation	0.1
ENSG00000244486	SCARF2	hypothalamus	0
ENSG00000244486	SCARF2	medulla oblongata	0.1
ENSG00000244486	SCARF2	midbrain	0.1
ENSG00000244486	SCARF2	olfactory bulb	0.1
ENSG00000244486	SCARF2	pons	0
ENSG00000244486	SCARF2	thalamus	0
ENSG00000244607	CCDC13	amygdala	0.1
ENSG00000244607	CCDC13	basal ganglia	0.1
ENSG00000244607	CCDC13	cerebellum	0.7
ENSG00000244607	CCDC13	hippocampal formation	0.5
ENSG00000244607	CCDC13	hypothalamus	0.1
ENSG00000244607	CCDC13	medulla oblongata	0.6
ENSG00000244607	CCDC13	midbrain	0.3
ENSG00000244607	CCDC13	olfactory bulb	0.5
ENSG00000244607	CCDC13	pons	0.3
ENSG00000244607	CCDC13	thalamus	0.4
ENSG00000244617	ASPRV1	amygdala	0.8
ENSG00000244617	ASPRV1	basal ganglia	0.4
ENSG00000244617	ASPRV1	cerebellum	0.6
ENSG00000244617	ASPRV1	hippocampal formation	0.6
ENSG00000244617	ASPRV1	hypothalamus	0.3
ENSG00000244617	ASPRV1	medulla oblongata	0.6
ENSG00000244617	ASPRV1	midbrain	0.3
ENSG00000244617	ASPRV1	olfactory bulb	0.7
ENSG00000244617	ASPRV1	pons	0.4
ENSG00000244617	ASPRV1	thalamus	0.6
ENSG00000244687	UBE2V1	amygdala	7.3
ENSG00000244687	UBE2V1	basal ganglia	6.2
ENSG00000244687	UBE2V1	cerebellum	3.2
ENSG00000244687	UBE2V1	hippocampal formation	6.2
ENSG00000244687	UBE2V1	hypothalamus	6.7
ENSG00000244687	UBE2V1	medulla oblongata	8.2
ENSG00000244687	UBE2V1	midbrain	5.3
ENSG00000244687	UBE2V1	olfactory bulb	6
ENSG00000244687	UBE2V1	pons	7.3
ENSG00000244687	UBE2V1	thalamus	4.8
ENSG00000244694	PTCHD4	amygdala	0.1
ENSG00000244694	PTCHD4	basal ganglia	0.2
ENSG00000244694	PTCHD4	cerebellum	2.5
ENSG00000244694	PTCHD4	hippocampal formation	0.5
ENSG00000244694	PTCHD4	hypothalamus	0
ENSG00000244694	PTCHD4	medulla oblongata	0.3
ENSG00000244694	PTCHD4	midbrain	0.1
ENSG00000244694	PTCHD4	olfactory bulb	0.6
ENSG00000244694	PTCHD4	pons	0.1
ENSG00000244694	PTCHD4	thalamus	0.1
ENSG00000244752	CRYBB2	amygdala	0
ENSG00000244752	CRYBB2	basal ganglia	0
ENSG00000244752	CRYBB2	cerebellum	0.1
ENSG00000244752	CRYBB2	hippocampal formation	0
ENSG00000244752	CRYBB2	hypothalamus	0
ENSG00000244752	CRYBB2	medulla oblongata	0
ENSG00000244752	CRYBB2	midbrain	0.2
ENSG00000244752	CRYBB2	olfactory bulb	0
ENSG00000244752	CRYBB2	pons	0.1
ENSG00000244752	CRYBB2	thalamus	0
ENSG00000244754	N4BP2L2	amygdala	14.8
ENSG00000244754	N4BP2L2	basal ganglia	8.2
ENSG00000244754	N4BP2L2	cerebellum	2.6
ENSG00000244754	N4BP2L2	hippocampal formation	11.1
ENSG00000244754	N4BP2L2	hypothalamus	9.6
ENSG00000244754	N4BP2L2	medulla oblongata	5
ENSG00000244754	N4BP2L2	midbrain	5.4
ENSG00000244754	N4BP2L2	olfactory bulb	7.1
ENSG00000244754	N4BP2L2	pons	5.7
ENSG00000244754	N4BP2L2	thalamus	6.7
ENSG00000245848	CEBPA	amygdala	0.6
ENSG00000245848	CEBPA	basal ganglia	0.2
ENSG00000245848	CEBPA	cerebellum	0.2
ENSG00000245848	CEBPA	hippocampal formation	0.7
ENSG00000245848	CEBPA	hypothalamus	0.2
ENSG00000245848	CEBPA	medulla oblongata	0.3
ENSG00000245848	CEBPA	midbrain	0.2
ENSG00000245848	CEBPA	olfactory bulb	0.5
ENSG00000245848	CEBPA	pons	0.2
ENSG00000245848	CEBPA	thalamus	0.2
ENSG00000246705	H2AJ	amygdala	0
ENSG00000246705	H2AJ	basal ganglia	0.1
ENSG00000246705	H2AJ	cerebellum	0.3
ENSG00000246705	H2AJ	hippocampal formation	0.1
ENSG00000246705	H2AJ	hypothalamus	0
ENSG00000246705	H2AJ	medulla oblongata	0.3
ENSG00000246705	H2AJ	midbrain	0.2
ENSG00000246705	H2AJ	olfactory bulb	0.1
ENSG00000246705	H2AJ	pons	0.1
ENSG00000246705	H2AJ	thalamus	0.2
ENSG00000247077	PGAM5	amygdala	4.7
ENSG00000247077	PGAM5	basal ganglia	1.6
ENSG00000247077	PGAM5	cerebellum	1.1
ENSG00000247077	PGAM5	hippocampal formation	5.8
ENSG00000247077	PGAM5	hypothalamus	1.2
ENSG00000247077	PGAM5	medulla oblongata	1.9
ENSG00000247077	PGAM5	midbrain	2.1
ENSG00000247077	PGAM5	olfactory bulb	2.6
ENSG00000247077	PGAM5	pons	1.7
ENSG00000247077	PGAM5	thalamus	2.5
ENSG00000247315	ZCCHC3	amygdala	0.6
ENSG00000247315	ZCCHC3	basal ganglia	0.1
ENSG00000247315	ZCCHC3	cerebellum	0.5
ENSG00000247315	ZCCHC3	hippocampal formation	0.4
ENSG00000247315	ZCCHC3	hypothalamus	0.1
ENSG00000247315	ZCCHC3	medulla oblongata	0.2
ENSG00000247315	ZCCHC3	midbrain	0.1
ENSG00000247315	ZCCHC3	olfactory bulb	0.8
ENSG00000247315	ZCCHC3	pons	0
ENSG00000247315	ZCCHC3	thalamus	0.2
ENSG00000247596	TWF2	amygdala	1.4
ENSG00000247596	TWF2	basal ganglia	0.5
ENSG00000247596	TWF2	cerebellum	0.2
ENSG00000247596	TWF2	hippocampal formation	2.2
ENSG00000247596	TWF2	hypothalamus	0.2
ENSG00000247596	TWF2	medulla oblongata	0.4
ENSG00000247596	TWF2	midbrain	0.3
ENSG00000247596	TWF2	olfactory bulb	1
ENSG00000247596	TWF2	pons	0.4
ENSG00000247596	TWF2	thalamus	0.3
ENSG00000247626	MARS2	amygdala	0.2
ENSG00000247626	MARS2	basal ganglia	0
ENSG00000247626	MARS2	cerebellum	0.2
ENSG00000247626	MARS2	hippocampal formation	0.4
ENSG00000247626	MARS2	hypothalamus	0
ENSG00000247626	MARS2	medulla oblongata	0.1
ENSG00000247626	MARS2	midbrain	0.1
ENSG00000247626	MARS2	olfactory bulb	0.4
ENSG00000247626	MARS2	pons	0
ENSG00000247626	MARS2	thalamus	0.2
ENSG00000247746	USP51	amygdala	0
ENSG00000247746	USP51	basal ganglia	0
ENSG00000247746	USP51	cerebellum	0
ENSG00000247746	USP51	hippocampal formation	0.1
ENSG00000247746	USP51	hypothalamus	0
ENSG00000247746	USP51	medulla oblongata	0
ENSG00000247746	USP51	midbrain	0
ENSG00000247746	USP51	olfactory bulb	0.1
ENSG00000247746	USP51	pons	0
ENSG00000247746	USP51	thalamus	0
ENSG00000248098	BCKDHA	amygdala	0.3
ENSG00000248098	BCKDHA	basal ganglia	0.1
ENSG00000248098	BCKDHA	cerebellum	0.1
ENSG00000248098	BCKDHA	hippocampal formation	0.3
ENSG00000248098	BCKDHA	hypothalamus	0.1
ENSG00000248098	BCKDHA	medulla oblongata	0
ENSG00000248098	BCKDHA	midbrain	0
ENSG00000248098	BCKDHA	olfactory bulb	0.4
ENSG00000248098	BCKDHA	pons	0
ENSG00000248098	BCKDHA	thalamus	0
ENSG00000248383	PCDHAC1	amygdala	3.6
ENSG00000248383	PCDHAC1	basal ganglia	1.5
ENSG00000248383	PCDHAC1	cerebellum	2.3
ENSG00000248383	PCDHAC1	hippocampal formation	3.5
ENSG00000248383	PCDHAC1	hypothalamus	1.3
ENSG00000248383	PCDHAC1	medulla oblongata	2.2
ENSG00000248383	PCDHAC1	midbrain	1.6
ENSG00000248383	PCDHAC1	olfactory bulb	2.8
ENSG00000248383	PCDHAC1	pons	2
ENSG00000248383	PCDHAC1	thalamus	1.9
ENSG00000248385	TARM1	amygdala	1
ENSG00000248385	TARM1	basal ganglia	0.3
ENSG00000248385	TARM1	cerebellum	0.7
ENSG00000248385	TARM1	hippocampal formation	1
ENSG00000248385	TARM1	hypothalamus	0.1
ENSG00000248385	TARM1	medulla oblongata	0.8
ENSG00000248385	TARM1	midbrain	0.3
ENSG00000248385	TARM1	olfactory bulb	0.8
ENSG00000248385	TARM1	pons	0.5
ENSG00000248385	TARM1	thalamus	0.3
ENSG00000248483	POU5F2	amygdala	4.5
ENSG00000248483	POU5F2	basal ganglia	3
